name,Location_Unique,Lat,Long,Status,review_datetime_utc,Sentiment_Score_mean,Sentiment_Score_median,Sentiment_Score_std,review_rating_mean,review_rating_median,review_rating_std,O2_mg/l_mean,O2_mg/l_median,O2_mg/l_std,O2_%_mean,O2_%_median,O2_%_std,T_oC_mean,T_oC_median,T_oC_std,ZICHT_m_mean,ZICHT_m_median,ZICHT_m_std,INTTNLETRCCN_nKVE/dl_mean,INTTNLETRCCN_nKVE/dl_median,INTTNLETRCCN_nKVE/dl_std,E_COLI_nKVE/dl_mean,E_COLI_nKVE/dl_median,E_COLI_nKVE/dl_std,BADGT_n_mean,BADGT_n_median,BADGT_n_std,CHLFa_ug/l_blauwalg_mean,CHLFa_ug/l_blauwalg_median,CHLFa_ug/l_blauwalg_std
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2023-09-01,0.743,0.743,0.0,3.0,3.0,0.0,,,,,,,,,,,,,50.0,50.0,0,850.0,850.0,0,,,,,,
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2023-06-01,0.3647,0.3647,0.0,4.666666666666667,5.0,0.5773502691896258,,,,,,,,,,,,,30.0,30.0,0,230.0,230.0,0,,,,,,
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2023-03-01,,,,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2023-01-01,,,,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2022-08-01,0.835,0.835,0.0,5.0,5.0,0.0,,,,,,,,,,,,,30.0,30.0,0,680.0,680.0,0,,,,,,
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2022-06-01,0.38585,0.38585,0.5456743030416588,5.0,5.0,0.0,,,,,,,,,,,,,380.0,380.0,0,8300.0,8300.0,0,,,,,,
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2022-03-01,0.4961333333333333,0.5106,0.06855452817526597,4.25,4.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2021-12-01,0.5719,0.5719,0.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2021-09-01,,,,5.0,5.0,0.0,,,,,,,,,,,,,140.0,140.0,0,24000.0,24000.0,0,,,,,,
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2021-08-01,,,,5.0,5.0,0.0,,,,,,,,,,,,,580.0,580.0,0,35000.0,35000.0,0,,,,,,
Bogortuin,Bogortuin,52.3767265,4.934715,unofficial,2021-06-01,0.64215,0.64215,0.2853175862087719,4.5,4.5,0.7071067811865476,,,,,,,,,,,,,30.0,30.0,0,17000.0,17000.0,0,,,,,,
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2023-08-01,0.765,0.765,0.0,4.0,4.0,1.4142135623730951,6.3999999999999995,6.8,0.6442049363362565,70.2,74.0,6.648308055437864,20.137500000000003,20.0,1.5221577729375777,1.1625,1.1,0.19955307206712847,145.45454545454547,50.0,216.48850483864666,3243.6363636363635,350.0,8262.508423871377,3.6666666666666665,2.0,4.725815626252609,0.55,0.55,0.07071067811865474
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2023-06-01,,,,5.0,5.0,0.0,9.1,9.1,0,97.0,97.0,0,20.733333333333334,20.7,1.9502136635080092,1.0,1.0,0.19999999999999996,26.666666666666668,30.0,9.83192080250175,226.66666666666666,195.0,134.8579499572297,5.0,5.0,1.4142135623730951,0.5,0.5,0.0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2023-02-01,0.3818,0.3818,0.0,5.0,5.0,0.0,11.4,11.4,0,90.0,90.0,0,6.0,6.0,0,0.6,0.6,0,,,,,,,,,,0.5,0.5,0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2022-10-01,0.9379,0.9379,0.0,4.0,4.0,0.0,5.6,5.6,0,55.0,55.0,0,14.2,14.2,0,1.1,1.1,0,,,,,,,,,,0.5,0.5,0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2022-09-01,-0.0459,0.0,0.2740482256829991,4.25,5.0,1.5,,,,,,,17.400000000000002,16.8,3.73630833845388,1.0,1.0,0.0,176.66666666666666,180.0,95.04384952922169,2733.3333333333335,250.0,4301.259505462712,4.5,4.5,4.949747468305833,0.8,0.8,0.42426406871192857
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2022-08-01,0.14049999999999999,0.0,0.24335313846342727,3.8,5.0,1.7888543819998317,6.125,6.1,0.29860788111948205,71.25,71.0,2.9860788111948193,22.6,22.75,0.6301927142889365,0.9857142857142858,0.9,0.3338091841585121,42.0,25.0,33.51616525399845,272.0,250.0,160.81735671942323,2.6666666666666665,3.0,2.5166114784235836,1.075,0.75,0.8341662504161464
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2022-07-01,0.6835,0.6835,0.049356053326821074,4.8,5.0,0.44721359549995804,6.6,6.6,0,72.0,72.0,0,21.266666666666666,20.9,0.9073771725877469,1.0,1.0,0.0,78.0,60.0,40.8656334834051,1202.0,290.0,2019.9925742437767,3.0,3.0,0.0,0.6,0.6,0.14142135623730948
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2022-06-01,0.3804666666666667,0.705,0.6015003352728353,4.666666666666667,5.0,0.5773502691896258,6.0,6.0,0,62.0,62.0,0,18.633333333333336,18.1,1.8583146486355127,0.9333333333333332,1.0,0.30550504633038933,122.0,80.0,146.3557310118056,1950.0,480.0,3553.646015010499,3.5,3.5,2.1213203435596424,0.5,0.5,0.0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2022-05-01,0.8642,0.8642,0.0,3.0,3.0,0.0,9.2,9.2,0,88.0,88.0,0,15.833333333333334,15.9,1.6010413278030433,1.0333333333333334,1.0,0.05773502691896263,447.0,30.0,924.1996537545338,5008.0,290.0,10617.446491506327,2.0,2.0,0.0,0.5,0.5,0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2022-03-01,,,,3.5,3.5,0.7071067811865476,10.0,10.0,0,79.0,79.0,0,5.9,5.9,0,0.8,0.8,0,,,,,,,,,,0.5,0.5,0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2022-02-01,0.1348,0.1348,0.0,5.0,5.0,0.0,10.3,10.3,0,83.0,83.0,0,6.4,6.4,0,1.2,1.2,0,,,,,,,,,,0.5,0.5,0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2021-11-01,0.8012,0.8012,0.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2021-09-01,0.08385000000000004,0.08385000000000004,1.0955205360923181,4.5,4.5,0.7071067811865476,,,,,,,17.7,17.7,0.7071067811865476,1.2,1.2,0.28284271247461895,38.5,17.5,41.636655858883664,2511.0,90.0,7550.810773243714,1.5,1.5,2.1213203435596424,0.5,0.5,0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2021-08-01,,,,5.0,5.0,0.0,6.375,6.15,0.9776672917374978,69.0,66.0,10.16530045465127,19.516666666666666,19.5,0.4750438576243949,0.95,1.0,0.33166247903554,91.0,30.0,143.255515974579,2610.6666666666665,270.0,8961.339557603354,0.0,0.0,0,0.5,0.5,0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2021-06-01,0.61882,0.765,0.3560633047647567,4.625,5.0,1.0606601717798212,,,,,,,21.733333333333334,21.8,0.9018499505645793,0.75,0.75,0.3535533905932738,45.0,20.0,61.268639236122695,1562.142857142857,110.0,4486.700309841261,5.0,5.0,1.4142135623730951,0.6,0.6,0.0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2021-05-01,,,,5.0,5.0,0.0,,,,,,,13.55,13.55,0.777817459305202,0.9,0.9,0.14142135623730948,494.0,50.0,1009.6682623515508,4000.0,310.0,8385.740873649745,0.0,0.0,0,,,
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2021-03-01,,,,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2020-10-01,0.3404,0.3404,0.4813982966318015,4.666666666666667,5.0,0.5773502691896257,,,,,,,,,,,,,,,,,,,,,,,,
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2020-09-01,0.2787,0.2787,0.3941413198333816,4.0,4.0,1.4142135623730951,,,,,,,19.4,19.4,0,1.6,1.6,0,160.0,100.0,148.09906594348706,567.5,515.0,204.3485584322369,5.0,5.0,0,,,
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2020-08-01,0.6597,0.6597,0.0,4.5,4.5,0.7071067811865476,,,,,,,20.833333333333332,19.9,3.885013942488925,1.0666666666666667,1.0,0.11547005383792512,142.22222222222223,90.0,145.9261609323169,504.44444444444446,420.0,341.8739208798732,2.3333333333333335,2.0,1.5275252316519465,0.5,0.5,0.0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2019-09-01,,,,5.0,5.0,0.0,,,,,,,16.8,16.8,0,1.8,1.8,0,513.8888888888889,110.0,1024.4137890086756,4637.777777777777,250.0,11433.90328997252,0.0,0.0,0,0.5,0.5,0
Buitenzwembad Marineterrein - Outdoor canal swimming,Marineterrein,52.3728574,4.9145315,unofficial,2019-07-01,0.83205,0.83205,0.04306280297426075,4.666666666666667,5.0,0.5773502691896257,,,,,,,,,,,,,36.0,20.0,41.4427315702042,278.0,270.0,210.8791122894821,,,,1.4,1.4,0
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-12-01,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-11-01,0.6448272727272727,0.8217,0.39757645828421245,4.833333333333333,5.0,0.7071067811865475,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-10-01,0.5589090909090909,0.836,0.6199660820634391,4.666666666666667,5.0,1.0465362369445672,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-09-01,0.6807624999999999,0.8562000000000001,0.46948324764727073,4.5625,5.0,0.8139410298049854,2.35,2.35,0.21213203435596414,24.0,24.0,1.4142135623730951,16.2,16.2,0.42426406871192823,0.35,0.35,0.07071067811865477,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-08-01,0.7181533333333333,0.8176,0.3168254112884496,4.7407407407407405,5.0,0.5256931389634797,1.85,1.85,0.4949747468305834,20.5,20.5,4.949747468305833,20.1,20.1,0.141421356237309,0.25,0.25,0.07071067811865474,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-07-01,0.70153,0.8512,0.3245303822448678,4.473684210526316,5.0,0.9048278567177283,3.6,3.6,2.6870057685088806,38.5,38.5,28.991378028648448,19.15,19.15,0.07071067811865325,0.25,0.25,0.07071067811865474,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-06-01,0.55152,0.70835,0.4279972450586309,4.363636363636363,5.0,0.7895420339517227,4.449999999999999,4.449999999999999,3.040559159102154,48.5,48.5,33.23401871576773,20.0,20.0,0.14142135623731153,0.25,0.25,0.07071067811865474,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-05-01,0.48949090909090914,0.6908,0.5527181930324809,4.230769230769231,4.5,1.0318020084373671,8.3,8.3,4.242640687119286,89.0,89.0,45.254833995939045,19.0,19.0,0.0,0.35,0.35,0.07071067811865477,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-04-01,0.6031777777777778,0.7906,0.6103143386357922,4.4375,5.0,1.3647344063956182,9.350000000000001,9.350000000000001,0.0707106781186545,83.5,83.5,0.7071067811865476,10.25,10.25,0.49497474683058273,0.7,0.7,0.4242640687119285,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-03-01,0.5524875,0.52615,0.35126699831772246,4.533333333333333,5.0,1.0600988273786194,8.3,8.3,1.5556349186104046,76.5,76.5,14.849242404917497,11.2,11.2,0.2828427124746193,0.45,0.45,0.07071067811865474,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-02-01,0.5201666666666667,0.8082,0.646305518053704,4.142857142857143,5.0,1.4638501094227996,12.25,12.25,2.7577164466275343,91.0,91.0,21.213203435596427,3.75,3.75,0.49497474683058307,0.4,0.4,0.14142135623730953,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2023-01-01,,,,5.0,5.0,0.0,8.7,8.7,0.8485281374238578,65.5,65.5,6.363961030678928,4.1,4.1,0.28284271247461895,0.44999999999999996,0.44999999999999996,0.21213203435596426,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-12-01,0.82574,0.9113,0.19792217999338357,4.6,5.0,0.7367883976130072,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-11-01,0.52476,0.7501,0.5729472907694041,4.583333333333333,5.0,1.164500152881315,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-10-01,0.6175833333333333,0.8824,0.49888137200474153,4.315789473684211,5.0,1.2042808632793343,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-09-01,0.6437125,0.7598,0.380916583825558,4.3,5.0,1.1285761872936693,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-08-01,0.7294352941176471,0.8606,0.2690371859547869,4.608695652173913,5.0,0.7827184815397384,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-07-01,0.6651714285714286,0.7814,0.4124778361011962,4.448275862068965,5.0,1.020721274972882,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-06-01,0.7422124999999999,0.8994500000000001,0.3645156411987988,4.55,5.0,0.8870412083230169,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-05-01,0.7284666666666667,0.855,0.214870268999692,4.555555555555555,5.0,0.783823376129674,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-04-01,0.55586,0.88445,0.6040654839022879,4.24,5.0,1.267543556122103,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-03-01,0.7528625,0.7474000000000001,0.17985899189166416,4.857142857142857,5.0,0.36313651960128157,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-02-01,0.7004785714285714,0.8673500000000001,0.3902056542163601,4.117647058823529,5.0,1.536324873731809,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2022-01-01,-0.6058,-0.6058,0.0,4.2,5.0,1.3038404810405297,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-12-01,0.7213499999999999,0.7213499999999999,0.3216628747617604,4.444444444444445,5.0,0.8819171036881969,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-11-01,0.5233625,0.7169,0.39723369134014086,4.75,5.0,0.4472135954999578,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-10-01,0.5336000000000001,0.784,0.5372248505048887,4.5,5.0,1.294785923709126,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-09-01,0.6547736842105263,0.7184,0.3039683039801377,4.666666666666667,5.0,0.8441822541139558,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-08-01,0.6975450000000001,0.7799499999999999,0.29867311911008554,4.628571428571429,5.0,0.6896595189663087,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-07-01,0.44937894736842104,0.6249,0.5472053347885533,4.275862068965517,5.0,1.2788541669383442,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-06-01,0.711,0.785,0.26598301700171256,4.75,5.0,0.5853140973807079,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-05-01,0.48396666666666666,0.70715,0.46543542480849764,4.615384615384615,5.0,1.12089707663561,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-04-01,0.5822,0.5574,0.24614641983989938,4.5,4.5,0.5477225575051662,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-03-01,0.6854,0.6854,0.3732109591102598,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-02-01,0.8625,0.8625,0.0,4.75,5.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2021-01-01,,,,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-12-01,0.8123,0.8123,0.24805305884024087,4.666666666666667,5.0,0.5773502691896257,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-11-01,0.80465,0.80465,0.06682159082212877,4.428571428571429,5.0,0.7867957924694432,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-10-01,0.6980500000000001,0.6980500000000001,0.10344972208759186,4.8,5.0,0.44721359549995787,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-09-01,0.7549416666666667,0.8074,0.17591609807122846,4.782608695652174,5.0,0.5184348595120822,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-08-01,0.6313642857142857,0.769,0.30225518156058095,4.705882352941177,5.0,0.6755205294731985,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-07-01,0.4567571428571429,0.636,0.4918707684515749,4.705882352941177,5.0,0.985184366143778,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-06-01,0.67242,0.5719,0.19811162762442794,4.866666666666666,5.0,0.35186577527449847,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-05-01,0.4158,0.4158,0.588029999234733,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-03-01,0.6810833333333334,0.7444,0.26616491441710843,4.769230769230769,5.0,0.4385290096535148,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-02-01,0.7047285714285714,0.765,0.2191854368207106,4.695652173913044,5.0,0.5587959953568724,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2020-01-01,0.68364,0.80655,0.3315725869918146,4.333333333333333,5.0,0.9128709291752769,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-12-01,0.6453666666666666,0.6214,0.1845288234034636,4.7272727272727275,5.0,0.702500173314209,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-11-01,0.81166,0.8221,0.12863612634093113,4.523809523809524,5.0,0.8135752957807666,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-10-01,0.5759,0.7845,0.5050168611046566,4.444444444444445,4.5,0.6156987634551994,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-09-01,0.5448411764705883,0.6988,0.4824977902265765,4.484848484848484,5.0,0.8703882797784891,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-08-01,0.4590166666666667,0.6908,0.524682823381436,4.372093023255814,5.0,1.0915968166810772,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-07-01,0.6618857142857143,0.8481,0.3257793705649796,4.454545454545454,5.0,0.9264723154925929,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-06-01,0.7219684210526316,0.8313,0.29435806436800666,4.690476190476191,5.0,0.5625766175720356,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-05-01,0.6137266666666666,0.8126,0.47492996696756196,4.387096774193548,5.0,1.0223313016447166,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-04-01,0.549075,0.6996,0.3457587286086802,4.4,5.0,0.8811756852270121,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-03-01,0.44503333333333334,0.8436,0.6013372327571277,4.363636363636363,5.0,1.0021621646864367,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-02-01,0.7605818181818182,0.8979,0.23192900990683257,4.451612903225806,5.0,0.8500474370064829,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2019-01-01,0.57479,0.7992,0.4381597360932806,4.615384615384615,5.0,0.6373020054525533,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-12-01,0.7745666666666667,0.81525,0.20257119900584752,4.68,5.0,0.690410505906933,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-11-01,0.7060625,0.7275499999999999,0.24714721429891595,4.576923076923077,5.0,0.5777942140988901,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-10-01,0.6648785714285713,0.79045,0.305777682383715,4.545454545454546,5.0,0.7941547822570977,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-09-01,0.59850625,0.6309,0.283703035981288,4.5476190476190474,5.0,0.6325473452782671,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-08-01,0.5063846153846154,0.6716500000000001,0.46655422209411646,4.6,5.0,0.7866066361276136,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-07-01,0.6500190476190476,0.7687,0.3430462747488268,4.433333333333334,5.0,0.8102451327476411,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-06-01,0.5014736842105263,0.6588,0.42753849058964566,4.153846153846154,5.0,1.159366014102479,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-05-01,0.5943136363636363,0.7046,0.32118013236226556,4.733333333333333,5.0,0.44977644510880355,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-04-01,0.5098,0.6588,0.47832762307857574,4.419354838709677,5.0,0.8475137579369866,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-03-01,0.36743000000000003,0.5292,0.48134789924867344,4.16,5.0,1.1789826122551594,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-02-01,0.8141142857142858,0.8832,0.1821509395032174,4.526315789473684,5.0,0.6966922684794659,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2018-01-01,0.7026666666666667,0.8399,0.26728235538471296,4.6521739130434785,5.0,0.5727680517510727,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2017-12-01,0.6298083333333333,0.8072,0.34947451580475747,4.291666666666667,4.0,0.6902530516863498,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2017-11-01,0.5822333333333334,0.6249,0.27267812068444364,4.518518518518518,5.0,0.6427327695904519,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2017-10-01,0.6133545454545455,0.8042,0.48257644858330234,4.25,5.0,0.9890707100936803,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2017-09-01,0.6075533333333334,0.7374,0.3738315508099235,4.451612903225806,5.0,1.0275767506588613,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2017-08-01,0.6471473684210526,0.8126,0.394283619532411,4.304347826086956,5.0,1.0081791114543819,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2017-07-01,0.6498470588235294,0.8126,0.3371076703325791,4.454545454545454,5.0,0.7537783614444089,,,,,,,,,,,,,,,,,,,,,,,,
De Ceuvel,De Ceuvel,52.3922115,4.9037356,unofficial,2017-06-01,0.6202526315789474,0.7089,0.36326353820213575,4.486486486486487,5.0,0.8373775738585318,,,,,,,,,,,,,,,,,,,,,,,,
