name,Location_Unique,Lat,Long,Status,review_datetime_utc,Sentiment_Score_mean,Sentiment_Score_median,Sentiment_Score_std,review_rating_mean,review_rating_median,review_rating_std,O2_mg/l_mean,O2_mg/l_median,O2_mg/l_std,O2_%_mean,O2_%_median,O2_%_std,T_oC_mean,T_oC_median,T_oC_std,ZICHT_m_mean,ZICHT_m_median,ZICHT_m_std,INTTNLETRCCN_nKVE/dl_mean,INTTNLETRCCN_nKVE/dl_median,INTTNLETRCCN_nKVE/dl_std,E_COLI_nKVE/dl_mean,E_COLI_nKVE/dl_median,E_COLI_nKVE/dl_std,BADGT_n_mean,BADGT_n_median,BADGT_n_std,CHLFa_ug/l_blauwalg_mean,CHLFa_ug/l_blauwalg_median,CHLFa_ug/l_blauwalg_std
Gaasperplas strand,Gaasperplas,52.3060961,4.9879584,official,2020-07-01,0.937,0.937,0.0,5.0,5.0,0.0,6.8375,7.25,2.835457886933154,71.0,73.0,32.160312720583335,17.766666666666666,17.45,3.082600240450299,0.9625,0.7,0.9560895056725301,51.25,25.0,59.49439749533845,252.5,160.0,223.36442569636432,0.75,0.0,1.5,1.6749999999999998,1.9,0.7066015244009273
Gaasperplas strand,Gaasperplas,52.3060961,4.9879584,official,2020-05-01,,,,5.0,5.0,0.0,9.275,9.6,1.8514473103108127,89.125,89.5,16.999474781802608,15.228571428571428,15.0,2.60751239289881,1.07,0.9,1.2445882853377657,250.83333333333334,45.0,355.2522577924969,871.6666666666666,90.0,1541.3424884387853,0.16666666666666666,0.0,0.408248290463863,0.8125,0.5,0.6490377492873584
Gaasperplas strand,Gaasperplas,52.3060961,4.9879584,official,2020-02-01,,,,5.0,5.0,0.0,9.424999999999999,10.25,1.506888942727461,78.75,87.0,13.687846538339874,6.775,6.949999999999999,0.7592289321598402,1.3,0.95,0.8041558721209878,,,,,,,,,,0.54,0.5,0.0547722557505166
Gaasperplas strand,Gaasperplas,52.3060961,4.9879584,official,2019-07-01,,,,5.0,5.0,0.0,5.8125,4.95,2.8472731315618964,61.375,48.5,32.3990189445827,19.06153846153846,19.7,4.4874897328644785,0.7444444444444444,0.6,0.6125991983163036,100.0,110.0,84.26149773176358,712.0,210.0,916.607876902659,7.0,6.0,9.0,1.9142857142857144,1.7,1.1795883059053152
Gaasperplas strand,Gaasperplas,52.3060961,4.9879584,official,2018-08-01,0.7096,0.7096,0.0,5.0,5.0,0.0,5.449999999999999,5.949999999999999,2.019653435617111,58.166666666666664,55.5,26.08767269548333,19.279999999999998,20.2,5.288309958977653,1.0833333333333333,1.0,0.4915960401250875,64.28571428571429,20.0,117.27562162943937,132.14285714285714,90.0,139.93620995704742,2.5,0.0,5.0,2.857142857142857,1.0,4.552968680929379
Gaasperplas strand,Gaasperplas,52.3060961,4.9879584,official,2017-10-01,-0.6787,-0.6787,0.0,4.0,4.0,0.0,6.3999999999999995,7.0,3.9186732448623474,62.0,67.5,39.4106584568185,13.466666666666667,14.8,2.206958691653894,1.95,1.95,1.4849242404917498,,,,,,,,,,0.52,0.5,0.04472135954999579
Gaasperplas strand,Gaasperplas,52.3060961,4.9879584,official,2017-04-01,,,,4.0,4.0,0.0,8.116666666666665,8.2,0.31251666622224605,71.66666666666667,72.0,3.444802848737017,10.1875,10.3,1.4024850393905404,1.375,0.8,1.438459824488215,20.0,20.0,0.0,63.75,50.0,58.78988008152424,0.0,0.0,0.0,0.5,0.5,0.0
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2023-11-01,0.8236399999999999,0.9059,0.22891301404682085,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2023-10-01,0.9311,0.9311,0.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2023-09-01,,,,5.0,5.0,0.0,6.2,6.2,0,68.0,68.0,0,14.233333333333334,19.3,10.012658654589867,1.2666666666666666,1.0,0.46188021535170065,62.5,40.0,52.847489465982605,381.25,260.0,255.25547426618914,5.0,5.0,1.4142135623730951,0.5,0.5,0.0
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2023-03-01,0.5574,0.5574,0.0,5.0,5.0,0.0,10.8,10.8,0,85.0,85.0,0,6.0,6.0,0,1.0,1.0,0,,,,,,,,,,0.5,0.5,0
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2023-02-01,0.6114,0.6114,0.0,5.0,5.0,0.0,11.4,11.4,0,90.0,90.0,0,6.0,6.0,0,0.6,0.6,0,,,,,,,,,,0.5,0.5,0
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2023-01-01,0.782,0.8718,0.17002785065982573,4.5,4.5,0.5773502691896257,8.5,8.5,0,74.0,74.0,0,9.1,9.1,0,1.0,1.0,0,,,,,,,,,,0.5,0.5,0
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2022-12-01,,,,5.0,5.0,0.0,6.9,6.9,0,55.0,55.0,0,6.9,6.9,0,0.9,0.9,0,,,,,,,,,,0.0,0.0,0
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2022-11-01,0.9352333333333332,0.9545,0.061410205449365915,5.0,5.0,0.0,7.2,7.2,0,65.0,65.0,0,9.9,9.9,0,1.0,1.0,0,,,,,,,,,,0.5,0.5,0
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2022-04-01,0.5978,0.5978,0.0,5.0,5.0,0.0,10.6,10.6,0,91.0,91.0,0,10.5,10.5,2.1213203435596424,0.9,0.9,0.14142135623730948,75.0,70.0,44.347115652166906,370.0,375.0,248.05913273518743,1.0,1.0,0,0.5,0.5,0.0
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2022-02-01,0.8502000000000001,0.8547,0.07634952521135938,5.0,5.0,0.0,10.3,10.3,0,83.0,83.0,0,6.4,6.4,0,1.2,1.2,0,,,,,,,,,,0.5,0.5,0
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2022-01-01,0.891,0.891,0.0,5.0,5.0,0.0,10.9,10.9,0,88.0,88.0,0,6.7,6.7,0,1.0,1.0,0,,,,,,,,,,0.5,0.5,0
Kuuma Marineterrein,Marineterrein,52.3728574,4.9145315,unofficial,2021-12-01,0.91418,0.9247,0.04215313748702458,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2023-10-01,0.84325,0.84325,0.08308504678941933,4.5,4.5,0.7071067811865476,,,,,,,,,,,,,,,,,,,,,,,,
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2023-09-01,,,,4.0,4.0,0.0,8.285714285714286,8.6,1.236161493533607,87.0,92.0,9.591663046625438,18.291666666666668,18.2,2.4130170979815935,1.0714285714285714,1.0,0.4498677054212186,1168.0,130.0,2366.256537233442,772.0,310.0,1251.9265154153418,0.0,0.0,0.0,26.8375,25.0,17.945945622499647
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2023-08-01,0.5994,0.5994,0.0,5.0,5.0,0.0,9.485714285714286,9.6,1.8721009333799032,102.0,98.0,21.34635019544715,19.30909090909091,18.7,2.7631339256194387,1.0,1.0,0.5059644256269408,72.5,65.0,51.234753829797995,367.5,280.0,238.37994882120435,2.75,0.0,5.5,18.75714285714286,9.0,25.12613892230275
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2023-07-01,0.5719,0.5719,0.0,3.5,3.5,0.7071067811865476,9.928571428571429,10.1,1.1982129550769705,101.28571428571429,106.0,11.368293418015531,18.145454545454545,18.9,3.6759661686048304,1.1666666666666667,1.0,0.7420691791650336,47.5,45.0,27.537852736430512,112.5,105.0,53.77421934967226,1.25,0.0,2.5,3.8666666666666667,3.8,1.0930080817023573
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2023-06-01,0.8122,0.8122,0.1025304832720494,4.666666666666667,5.0,0.5773502691896257,10.14,9.9,0.7092249290598862,101.8,102.0,5.403702434442518,19.144444444444446,20.3,4.919631874213534,0.8400000000000001,1.0,0.35777087639996635,21.25,20.0,6.2915286960589585,197.5,140.0,179.3274472392147,0.5,0.5,0.5773502691896257,3.075,2.55,1.846392879824515
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2023-05-01,,,,5.0,5.0,0.0,11.500000000000002,11.5,0.39999999999999974,106.42857142857143,103.0,6.187545093630775,13.636363636363637,15.4,3.0163795276034904,4.95,1.0,10.072487279713984,16.25,15.0,2.5,115.0,97.5,118.95377253370319,0.0,0.0,0.0,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2023-03-01,0.5994,0.5994,0.0,4.333333333333333,5.0,1.1547005383792517,12.742857142857146,12.4,0.9519403742832194,103.14285714285714,100.0,6.618876325292972,6.628571428571428,6.4,0.573626724488686,3.55,3.55,4.17193000900063,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2023-01-01,,,,5.0,5.0,0.0,11.37142857142857,11.8,1.0934872133291207,94.85714285714286,98.0,7.925245977856069,6.942857142857142,6.5,0.9710083124552242,3.5,3.5,4.242640687119285,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2022-10-01,0.0,0.0,0.0,5.0,5.0,0.0,10.314285714285713,9.6,2.440920981534478,94.71428571428571,94.0,18.418417283743334,12.728571428571428,12.5,2.646830989261363,1.9,1.9,2.262741699796952,,,,,,,,,,1.45,1.45,1.3435028842544403
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2022-08-01,0.598475,0.60395,0.1425936037602435,4.833333333333333,5.0,0.408248290463863,10.700000000000001,11.0,1.8797162906495577,110.14285714285714,114.0,15.962754267654557,18.963636363636365,21.4,5.6123564974567905,1.0833333333333333,1.0,0.6145459028149701,25.0,17.5,16.832508230603462,300.0,205.0,324.65366161495854,2.5,0.0,5.0,2.2,2.05,1.8088670487352023
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2022-07-01,0.8581,0.8581,0.09574225817265851,4.75,5.0,0.5,9.985714285714284,9.5,1.2863754913561998,97.42857142857143,100.0,8.403514004215594,17.836363636363636,19.8,5.39616025100677,1.6333333333333335,1.0,1.9148542155126758,107.5,72.5,121.14041439585718,195.0,160.0,190.7004632051707,0.0,0.0,0.0,2.55,0.9,3.103385248402138
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2022-06-01,,,,4.0,4.0,0.0,10.971428571428573,10.6,2.02625622410254,106.57142857142857,98.0,24.012893362088786,16.081818181818182,16.2,4.291577374769836,1.4916666666666665,1.0,1.600130203035574,18.75,20.0,2.5,60.0,50.0,34.64101615137755,2.0,0.0,4.0,1.6666666666666667,0.7,1.8489636737012076
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2022-05-01,,,,4.0,4.0,0.0,11.971428571428573,11.4,1.3877010793806732,109.0,105.0,17.11724276862369,13.536363636363637,14.1,3.245696451386891,1.3,1.0,1.1713240371477056,20.0,17.5,7.0710678118654755,152.5,140.0,103.07764064044152,0.0,0.0,0.0,0.6,0.5,0.1549193338482967
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2022-02-01,0.5994,0.5994,0.0,4.0,4.0,0.0,11.957142857142856,12.3,0.820278698283177,95.42857142857143,98.0,6.373307431706682,6.357142857142857,6.3,0.07867957924694446,5.5,5.5,2.1213203435596424,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2021-11-01,0.875,0.875,0.0,5.0,5.0,0.0,9.957142857142859,10.5,1.5757084574429188,88.85714285714286,94.0,14.076322571710877,11.0,11.1,0.4082482904638631,3.5,3.5,4.242640687119285,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2021-10-01,,,,5.0,5.0,0.0,9.642857142857142,9.7,0.9795528620364545,92.71428571428571,94.0,9.268482179125227,14.085714285714287,14.9,1.1810003830490083,1.7,1.7,1.8384776310850235,,,,,,,,,,1.25,1.0,0.8240145629781066
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2021-09-01,,,,5.0,5.0,0.0,9.857142857142856,10.8,1.524092235679043,100.71428571428571,101.0,15.606775085565518,16.845454545454544,17.8,2.88907031287355,1.1333333333333333,1.0,0.725718035235908,66.25,55.0,59.913131560062304,278.75,170.0,330.6653645807697,0.0,0.0,0.0,2.45,1.05,3.0012034623167794
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2021-08-01,0.33830000000000005,0.33830000000000005,0.3692511611356151,4.333333333333333,4.0,0.5773502691896257,9.742857142857142,9.6,0.6803360514166088,97.57142857142857,98.0,5.223572942509207,16.990909090909092,18.3,3.099824041927072,1.2166666666666666,1.0,1.1583033569262702,62.5,45.0,54.390562906935735,342.5,350.0,62.91528696058958,0.0,0.0,0.0,1.290909090909091,1.0,0.7955558377066257
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2021-07-01,0.8636,0.8636,0.11257139956489837,4.666666666666667,5.0,0.5773502691896257,9.485714285714284,10.0,1.5334368495078534,95.57142857142857,93.0,16.195237395163872,18.281818181818185,20.2,4.135170657135732,1.1333333333333333,1.0,0.725718035235908,95.0,55.0,104.72185381603339,80.0,80.0,40.824829046386306,0.0,0.0,0.0,2.66,1.05,4.124506704510923
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2021-06-01,0.4404,0.4404,0.0,5.0,5.0,0.0,10.528571428571428,10.5,0.5589105048046176,104.71428571428571,98.0,12.51285053740468,17.51666666666667,20.0,5.158723121318321,1.6428571428571428,1.0,1.9303342913056474,108.0,50.0,128.91857895586656,664.0,460.0,740.0878326252905,0.6,1.0,0.5477225575051662,0.99,0.5,0.6505553183413554
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2021-05-01,,,,4.5,4.5,0.7071067811865476,11.142857142857142,11.1,0.26367367999823094,104.28571428571429,104.0,3.199702367110922,13.299999999999999,13.4,1.9884667460131182,1.3,1.0,1.1713240371477056,42.5,32.5,35.70714214271425,487.5,415.0,547.9279149669234,0.0,0.0,0.0,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2021-03-01,0.34,0.34,0.0,5.0,5.0,0.0,13.585714285714287,13.7,0.21930626551751328,107.14285714285714,107.0,0.3779644730092272,6.085714285714286,5.7,0.8552359741197579,1.95,1.95,2.1920310216782974,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2021-01-01,,,,5.0,5.0,0.0,11.657142857142857,11.8,0.7568732673685488,93.85714285714286,96.0,7.925245977856069,6.371428571428572,6.6,1.303475208451476,2.5,2.5,2.8284271247461903,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2020-10-01,0.5994,0.5994,0.0,4.0,4.0,0.0,9.87142857142857,10.3,1.8714649214935746,93.92857142857143,98.2,15.150876133710804,13.7,14.0,1.331665623695879,1.8,1.8,1.6970562748477143,,,,,,,,,,0.8666666666666667,0.8500000000000001,0.16329931618554525
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2020-07-01,-0.1531,-0.1531,0.0,3.0,3.0,0.0,10.071428571428571,10.5,2.1242365575380138,101.85714285714286,103.0,22.161743098024964,17.2,17.7,2.5717698186268536,1.0833333333333333,1.0,0.6145459028149701,22.5,22.5,8.660254037844387,62.5,60.0,44.25306015783918,0.0,0.0,0.0,0.76,0.5,0.4526465385804788
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2020-05-01,,,,5.0,5.0,0.0,10.314285714285713,10.7,1.7334249060059985,96.71428571428571,103.0,15.776715814920479,13.872727272727273,14.3,2.2023128338593994,1.2666666666666666,1.0,1.093008081702357,70.0,17.5,106.69270515519482,137.5,55.0,191.20233610846216,0.0,0.0,0.0,0.65,0.5,0.291547594742265
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2020-01-01,0.0,0.0,0.0,5.0,5.0,0.0,9.685714285714287,9.9,0.5145501965424801,78.42857142857143,80.0,3.2071349029490923,6.5,6.5,0.1527525231651947,3.2,3.2,3.9597979746446663,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2019-11-01,,,,5.0,5.0,0.0,9.085714285714285,9.6,1.1950293879630067,82.0,87.0,12.274635093014645,9.185714285714285,9.6,1.2307566391297282,1.5,1.5,1.4142135623730951,,,,,,,,,,0.5333333333333333,0.5,0.08164965809277258
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2019-08-01,-0.0258,-0.0258,0.0,4.5,4.5,0.7071067811865476,11.585714285714285,12.5,1.3945472042071236,126.85714285714286,125.0,16.486646833408056,19.018181818181816,18.8,4.662578295711114,1.2,1.0,0.938083151964686,155.0,120.0,130.7669683062202,187.5,125.0,151.95942440884232,0.0,0.0,0.0,0.9800000000000001,0.9,0.5028805910838963
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2019-07-01,,,,5.0,5.0,0.0,11.042857142857143,10.9,2.4130597056138376,113.85714285714286,105.0,27.931037523566093,17.69090909090909,19.4,4.321910352021325,1.55,1.0,1.7131841699011816,53.75,35.0,53.131127097650264,102.5,95.0,43.493294502332965,0.0,0.0,0.0,1.17,1.25,0.5518655230720212
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2019-06-01,0.926,0.926,0.0,4.0,4.0,0.0,8.6,9.1,1.6124515496597096,85.28571428571429,86.0,13.262909254939578,16.918181818181818,17.0,4.7093137890393715,1.1833333333333333,0.75,1.417627125398871,22.5,22.5,8.660254037844387,203.75,110.0,258.0495753403468,1.75,0.0,3.5,0.51,0.5,0.031622776601683784
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2019-04-01,0.8779,0.8779,0.0,4.0,4.0,0.0,12.185714285714285,12.0,1.273353278327963,111.57142857142857,108.0,14.057704208690962,10.5,10.7,1.9830532015051938,1.625,1.0,1.6007810593582121,17.5,17.5,3.5355339059327378,15.0,15.0,0.0,0.0,0.0,0.0,0.5125,0.5,0.03535533905932737
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2019-03-01,0.2787,0.2787,0.3941413198333816,3.6666666666666665,4.0,0.5773502691896258,11.142857142857142,11.6,1.3252133700617714,93.28571428571429,97.0,10.291003930849598,8.157142857142857,8.1,0.41576092031015005,1.45,1.45,1.4849242404917498,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2018-12-01,,,,3.5,3.5,0.7071067811865476,9.5,10.1,1.8734993995195193,85.66666666666667,100.0,24.826061575153908,8.133333333333333,10.4,4.012895878705717,0.7,0.7,0,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2018-11-01,,,,3.0,3.0,0.0,10.725,13.149999999999999,4.495632801476816,93.375,114.5,39.1806712550972,8.524999999999999,8.6,0.23754698783308406,1.5666666666666667,0.6,1.6743157806499147,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2018-08-01,0.5719,0.5719,0.0,5.0,5.0,0.0,8.225,9.2,3.0008332176247317,86.875,102.0,27.580725671588638,19.616666666666664,20.45,5.0628474441191935,1.0,1.0,0.7234178138070235,70.0,75.0,39.15780041490243,430.0,170.0,581.606969238391,0.0,0.0,0.0,2.7071428571428577,0.5,4.793499490209356
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2018-05-01,,,,4.0,4.0,0.0,10.025,10.4,2.096084785635216,100.125,102.5,17.100020885534448,16.208333333333332,16.75,4.459200567026527,1.2428571428571427,1.0,1.2567910763224768,60.0,22.5,80.31189202104505,87.5,85.0,33.04037933599835,0.0,0.0,0.0,0.823076923076923,0.5,0.5494752741689811
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2018-02-01,,,,5.0,5.0,0.0,9.424999999999999,8.95,1.218605760695394,75.0,71.5,8.831760866327848,4.75,4.65,0.35856858280031817,1.5666666666666667,0.7,1.6772994167212165,,,,,,,,,,,,
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2017-12-01,,,,3.0,3.0,0.0,12.2,12.350000000000001,1.8662414481671832,93.5,99.0,11.84422704467093,6.175000000000001,7.25,2.181578720625436,1.4000000000000001,0.8,1.4,,,,,,,,,,,,
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2017-07-01,,,,5.0,5.0,0.0,8.7125,9.100000000000001,2.3823382871216494,90.25,99.5,21.245167517747248,18.192857142857143,20.549999999999997,4.244899978112066,0.7888888888888889,0.7,0.5230784942158405,698.3333333333334,85.0,1521.2516776216441,3808.3333333333335,220.0,7549.46995931944,0.0,0.0,0.0,6.445454545454544,4.7,6.258492412133075
Ouderkerkerplas,Ouderkerkerplas,52.2934374,4.9268533,official,2017-05-01,0.7351,0.7351,0.0,5.0,5.0,0.0,9.3125,10.2,2.2241772154471606,87.375,94.0,18.569848833910463,14.692307692307695,14.6,3.871791475631046,1.075,1.0,0.832809359080113,270.0,80.0,369.7972417420119,562.0,230.0,700.9422230112835,0.0,0.0,0.0,1.15,0.8500000000000001,0.7397447007057383
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2023-09-01,0.6705,0.6705,0.0,5.0,5.0,0.0,8.285714285714286,8.6,1.236161493533607,87.0,92.0,9.591663046625438,18.291666666666668,18.2,2.4130170979815935,1.0714285714285714,1.0,0.4498677054212186,1168.0,130.0,2366.256537233442,772.0,310.0,1251.9265154153418,0.0,0.0,0.0,26.8375,25.0,17.945945622499647
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2023-07-01,,,,4.666666666666667,5.0,0.5773502691896257,9.928571428571429,10.1,1.1982129550769705,101.28571428571429,106.0,11.368293418015531,18.145454545454545,18.9,3.6759661686048304,1.1666666666666667,1.0,0.7420691791650336,47.5,45.0,27.537852736430512,112.5,105.0,53.77421934967226,1.25,0.0,2.5,3.8666666666666667,3.8,1.0930080817023573
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2023-06-01,0.6124,0.6124,0.0,4.0,4.0,0.0,10.14,9.9,0.7092249290598862,101.8,102.0,5.403702434442518,19.144444444444446,20.3,4.919631874213534,0.8400000000000001,1.0,0.35777087639996635,21.25,20.0,6.2915286960589585,197.5,140.0,179.3274472392147,0.5,0.5,0.5773502691896257,3.075,2.55,1.846392879824515
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2023-04-01,,,,5.0,5.0,0.0,12.414285714285715,12.1,0.8783100656536801,104.42857142857143,101.0,10.014275524755362,8.5,8.5,0.9626352718795765,1.65,1.65,1.909188309203678,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2022-08-01,0.49435000000000007,0.49435000000000007,0.022980970388562835,4.0,4.0,0.816496580927726,10.700000000000001,11.0,1.8797162906495577,110.14285714285714,114.0,15.962754267654557,18.963636363636365,21.4,5.6123564974567905,1.0833333333333333,1.0,0.6145459028149701,25.0,17.5,16.832508230603462,300.0,205.0,324.65366161495854,2.5,0.0,5.0,2.2,2.05,1.8088670487352023
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2022-07-01,0.6486,0.6486,0.0,5.0,5.0,0.0,9.985714285714284,9.5,1.2863754913561998,97.42857142857143,100.0,8.403514004215594,17.836363636363636,19.8,5.39616025100677,1.6333333333333335,1.0,1.9148542155126758,107.5,72.5,121.14041439585718,195.0,160.0,190.7004632051707,0.0,0.0,0.0,2.55,0.9,3.103385248402138
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2022-06-01,0.2202,0.2202,0.31140982643455556,5.0,5.0,0.0,10.971428571428573,10.6,2.02625622410254,106.57142857142857,98.0,24.012893362088786,16.081818181818182,16.2,4.291577374769836,1.4916666666666665,1.0,1.600130203035574,18.75,20.0,2.5,60.0,50.0,34.64101615137755,2.0,0.0,4.0,1.6666666666666667,0.7,1.8489636737012076
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2022-04-01,0.3691,0.5423,0.6191439008825008,4.333333333333333,5.0,1.1547005383792517,12.071428571428571,12.1,0.12535663410560186,104.57142857142857,104.0,5.682051943243241,9.755555555555556,9.3,2.2804117561918016,1.875,1.0,2.0966242709015206,17.5,17.5,3.5355339059327378,15.0,15.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2022-03-01,0.7717,0.7717,0.0,4.5,4.5,0.7071067811865476,11.985714285714286,12.4,1.010657494618514,94.85714285714286,98.0,8.315218406202998,6.1571428571428575,6.2,0.3101458950082626,3.5,3.5,4.242640687119285,,,,,,,,,,0.5,0.5,0.0
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2021-09-01,0.46125,0.46125,0.15648273067658292,4.0,4.0,1.4142135623730951,9.857142857142856,10.8,1.524092235679043,100.71428571428571,101.0,15.606775085565518,16.845454545454544,17.8,2.88907031287355,1.1333333333333333,1.0,0.725718035235908,66.25,55.0,59.913131560062304,278.75,170.0,330.6653645807697,0.0,0.0,0.0,2.45,1.05,3.0012034623167794
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2021-08-01,0.4215,0.4215,0.0,4.5,4.5,0.7071067811865476,9.742857142857142,9.6,0.6803360514166088,97.57142857142857,98.0,5.223572942509207,16.990909090909092,18.3,3.099824041927072,1.2166666666666666,1.0,1.1583033569262702,62.5,45.0,54.390562906935735,342.5,350.0,62.91528696058958,0.0,0.0,0.0,1.290909090909091,1.0,0.7955558377066257
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2021-07-01,0.7003,0.7003,0.0,4.0,4.0,1.4142135623730951,9.485714285714284,10.0,1.5334368495078534,95.57142857142857,93.0,16.195237395163872,18.281818181818185,20.2,4.135170657135732,1.1333333333333333,1.0,0.725718035235908,95.0,55.0,104.72185381603339,80.0,80.0,40.824829046386306,0.0,0.0,0.0,2.66,1.05,4.124506704510923
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2021-06-01,,,,5.0,5.0,0.0,10.528571428571428,10.5,0.5589105048046176,104.71428571428571,98.0,12.51285053740468,17.51666666666667,20.0,5.158723121318321,1.6428571428571428,1.0,1.9303342913056474,108.0,50.0,128.91857895586656,664.0,460.0,740.0878326252905,0.6,1.0,0.5477225575051662,0.99,0.5,0.6505553183413554
Ouderkerkerplas Strand,Ouderkerkerplas,52.2920434,4.9246177,official,2021-05-01,0.3889,0.3889,0.5499876544068967,4.5,4.5,0.7071067811865476,11.142857142857142,11.1,0.26367367999823094,104.28571428571429,104.0,3.199702367110922,13.299999999999999,13.4,1.9884667460131182,1.3,1.0,1.1713240371477056,42.5,32.5,35.70714214271425,487.5,415.0,547.9279149669234,0.0,0.0,0.0,0.5,0.5,0.0
