locatie omschrijving,date,BADGT_n,CHLFa_ug/l_blauwalg,E_COLI_nKVE/dl,INTTNLETRCCN_nKVE/dl,O2_%,O2_mg/l,T_oC,ZICHT_m,FG,TG,SQ,DR,RH,PG,UG,EV24
Variabel meetpunt sinds aug 2011,2011-11-21,,,,,90.0,10.5,8.3,1.0,1.6,2.3,0.0,0.0,0.0,1017.7,100,0.2
Variabel meetpunt sinds aug 2011,2011-11-28,,,,,87.0,10.4,8.4,1.0,4.3,5.3,4.8,0.0,0.0,1024.5,90,0.5
Variabel meetpunt sinds aug 2011,2011-12-05,,,,,86.0,10.2,7.5,1.1,9.5,6.0,2.6,1.1,1.1,1000.5,71,0.3
Variabel meetpunt sinds aug 2011,2011-12-12,,,,,110.0,13.4,6.6,1.2,6.8,6.6,4.3,5.0,3.1,1003.0,86,0.4
Variabel meetpunt sinds aug 2011,2011-12-19,,,,,94.0,12.0,4.7,1.0,5.5,2.1,3.7,8.3,6.3,1013.1,93,0.3
Variabel meetpunt sinds aug 2011,2012-01-09,,,,,85.0,10.6,6.2,1.0,5.7,8.0,0.2,3.0,1.4,1026.4,90,0.2
Variabel meetpunt sinds aug 2011,2012-01-16,,,,,87.0,11.2,5.1,1.1,2.0,-0.2,7.3,0.0,0.0,1028.2,77,0.4
Variabel meetpunt sinds aug 2011,2012-01-23,,,,,94.0,11.6,5.4,0.85,5.9,5.3,5.3,1.6,3.0,1014.4,83,0.6
Variabel meetpunt sinds aug 2011,2012-02-27,,,,,105.0,13.9,4.1,1.0,5.1,6.5,0.5,0.0,0.0,1023.8,90,0.4
Variabel meetpunt sinds aug 2011,2012-03-05,,,,,83.0,10.9,5.0,0.9,5.0,5.9,0.0,4.1,2.8,1012.9,83,0.3
Variabel meetpunt sinds aug 2011,2012-03-12,,,,,87.0,10.8,6.1,0.9,2.8,7.4,7.4,0.0,0.0,1033.6,88,1.6
Variabel meetpunt sinds aug 2011,2012-03-19,,,,,113.0,14.0,6.5,0.8,3.6,5.0,11.3,0.0,0.0,1030.8,85,2.0
Variabel meetpunt sinds aug 2011,2012-03-26,,,,,117.0,13.6,9.4,0.9,3.3,10.1,11.5,0.0,0.0,1036.6,69,2.5
Variabel meetpunt sinds aug 2011,2012-04-02,,,,,118.0,13.5,9.0,0.8,2.9,8.0,4.7,0.0,0.0,1009.9,82,1.6
Variabel meetpunt sinds aug 2011,2012-04-10,,,,,119.0,13.4,8.9,0.8,6.5,9.6,1.0,6.1,3.5,991.8,77,1.5
Variabel meetpunt sinds aug 2011,2012-04-16,,,,,115.0,13.3,9.1,0.6,4.1,5.3,8.1,0.0,0.0,1021.9,66,2.2
Variabel meetpunt sinds aug 2011,2012-04-23,,,,,91.0,10.4,8.8,0.8,5.5,9.5,3.5,4.6,6.7,998.4,77,1.9
Variabel meetpunt sinds aug 2011,2012-05-01,,,,,98.0,10.6,11.8,0.7,4.0,13.5,2.2,2.7,10.8,1017.3,86,1.4
Variabel meetpunt sinds aug 2011,2012-05-07,,,,,89.0,10.0,11.1,0.7,3.7,10.5,5.9,0.0,0.0,1017.0,64,2.7
Variabel meetpunt sinds aug 2011,2012-05-14,,,,,121.0,12.6,13.3,0.7,6.1,10.9,8.8,2.9,3.4,1016.1,71,3.5
Variabel meetpunt sinds aug 2011,2012-05-29,,,,,118.0,10.7,20.1,0.8,2.9,13.2,3.7,0.0,-0.1,1016.6,82,1.9
Variabel meetpunt sinds aug 2011,2012-06-04,,,,,109.0,10.5,16.5,0.9,3.3,8.9,2.1,9.2,10.8,1012.6,87,1.0
Variabel meetpunt sinds aug 2011,2012-06-11,,,,,99.0,9.7,15.9,0.8,3.6,15.4,3.9,4.1,8.8,1002.7,79,3.0
Variabel meetpunt sinds aug 2011,2012-06-18,,,,,82.0,8.0,16.3,0.9,4.3,14.4,2.7,3.1,10.6,1016.5,84,2.1
Variabel meetpunt sinds aug 2011,2012-06-25,,,,,89.0,8.7,16.3,0.7,6.2,13.9,3.5,0.0,0.0,1016.2,80,2.3
Variabel meetpunt sinds aug 2011,2012-07-02,,,,,108.0,10.1,18.6,0.7,4.3,17.1,9.5,0.0,0.0,1018.4,66,4.1
Variabel meetpunt sinds aug 2011,2012-07-09,,,,,106.0,9.6,19.6,0.8,6.2,16.5,1.5,1.3,2.6,1010.4,86,1.7
Variabel meetpunt sinds aug 2011,2012-07-16,,,,,105.0,10.0,17.9,0.9,6.9,15.6,3.7,11.6,20.7,1018.7,85,1.6
Variabel meetpunt sinds aug 2011,2012-07-23,,,,,103.0,9.7,18.5,0.9,3.3,19.9,14.9,0.0,0.0,1024.3,62,4.8
Variabel meetpunt sinds aug 2011,2012-08-06,,,,,103.0,9.1,20.6,0.8,6.1,17.3,8.2,1.6,6.4,1009.4,84,2.8
Variabel meetpunt sinds aug 2011,2012-08-13,,,,,105.0,9.4,20.4,0.8,3.1,19.1,5.1,0.0,-0.1,1013.0,76,2.6
Variabel meetpunt sinds aug 2011,2012-08-20,,,,,146.0,12.4,23.4,0.8,3.1,20.3,10.1,0.0,0.0,1019.2,86,3.7
Variabel meetpunt sinds aug 2011,2012-08-27,,,,,100.0,9.1,20.1,0.6,4.1,17.2,8.8,0.0,0.0,1017.2,75,3.1
Variabel meetpunt sinds aug 2011,2012-09-03,,,,,104.0,9.8,18.7,0.9,1.8,17.2,9.0,0.0,0.0,1025.1,84,2.9
Variabel meetpunt sinds aug 2011,2012-09-10,,,,,104.0,9.5,19.2,0.8,5.4,18.9,3.4,0.2,0.1,1011.8,82,1.8
Variabel meetpunt sinds aug 2011,2012-09-17,,,,,73.0,6.9,17.4,0.8,5.0,16.8,2.8,0.0,0.0,1011.7,76,1.6
Variabel meetpunt sinds aug 2011,2012-09-24,,,,,87.0,8.5,15.0,0.9,8.1,13.9,2.1,4.5,8.6,990.9,88,1.0
Variabel meetpunt sinds aug 2011,2012-10-08,,,,,84.0,8.5,13.7,0.75,2.6,9.1,3.5,0.0,0.0,1017.3,84,1.1
Variabel meetpunt sinds aug 2011,2012-10-15,,,,,90.0,9.4,12.2,1.0,5.7,10.2,5.5,1.7,4.8,1002.3,77,1.2
Variabel meetpunt sinds aug 2011,2012-10-22,,,,,99.0,10.2,14.2,0.8,2.0,15.2,6.3,0.0,0.0,1021.0,91,1.2
Variabel meetpunt sinds aug 2011,2012-10-29,,,,,80.0,8.7,10.8,1.0,6.2,8.1,0.0,13.1,15.9,1007.6,92,0.3
Variabel meetpunt sinds aug 2011,2012-11-05,,,,,85.0,9.5,9.3,1.2,2.7,6.7,4.2,5.4,13.8,1002.5,87,0.5
Variabel meetpunt sinds aug 2011,2012-11-12,,,,,77.0,8.7,9.8,1.2,5.3,6.5,4.1,0.0,0.0,1023.0,92,0.5
Variabel meetpunt sinds aug 2011,2012-11-19,,,,,76.0,8.9,8.3,1.3,3.6,4.6,0.0,0.0,0.0,1015.2,98,0.2
Variabel meetpunt sinds aug 2011,2012-11-26,,,,,85.0,9.9,,1.0,4.8,7.7,1.6,2.2,1.2,1002.6,89,0.3
Variabel meetpunt sinds aug 2011,2012-12-03,,,,,80.0,9.7,4.2,1.2,6.0,3.5,0.0,5.6,2.0,1005.8,89,0.1
Variabel meetpunt sinds aug 2011,2012-12-11,,,,,78.0,10.0,5.3,1.0,3.2,0.5,5.8,0.4,0.5,1026.2,86,0.4
Variabel meetpunt sinds aug 2011,2012-12-17,,,,,88.0,10.8,5.8,1.2,4.0,6.1,0.0,2.8,2.8,1002.4,95,0.1
Variabel meetpunt sinds aug 2011,2013-01-14,,,,,88.0,11.4,5.0,0.6,3.7,-3.1,2.9,0.0,-0.1,1012.8,84,0.3
Variabel meetpunt sinds aug 2011,2013-02-11,,,,,97.0,13.1,2.8,1.0,7.1,-1.6,4.8,0.0,0.0,1003.8,66,0.5
Variabel meetpunt sinds aug 2011,2013-02-18,,,,,92.0,12.4,2.7,1.6,1.7,2.4,7.6,0.0,0.0,1021.8,88,0.9
Variabel meetpunt sinds aug 2011,2013-03-04,,,,,103.0,14.3,1.8,1.2,4.3,4.7,10.0,0.0,0.0,1016.7,68,1.6
Variabel meetpunt sinds aug 2011,2013-03-18,,,,,94.0,11.8,4.1,0.75,4.4,5.3,3.8,5.6,4.0,992.1,84,1.2
Variabel meetpunt sinds aug 2011,2013-04-02,,,,,99.0,13.5,2.7,1.1,7.1,3.9,12.2,0.0,0.0,1014.8,52,2.4
Variabel meetpunt sinds aug 2011,2013-04-15,,,,,94.0,11.7,5.7,1.8,4.5,12.0,5.8,0.6,0.6,1018.8,78,2.3
Variabel meetpunt sinds aug 2011,2013-05-06,,,,,100.0,10.5,13.6,1.3,2.8,15.2,13.2,0.0,0.0,1020.1,61,3.8
Variabel meetpunt sinds aug 2011,2013-05-13,,,,,89.0,9.2,13.0,1.2,7.8,11.2,3.8,4.5,6.4,1010.3,77,2.3
Variabel meetpunt sinds aug 2011,2013-06-03,,,,,92.0,9.3,15.2,2.5,5.0,10.7,5.0,0.0,0.0,1029.9,73,2.6
Variabel meetpunt sinds aug 2011,2013-06-24,,,,,92.0,8.9,17.5,2.5,5.3,13.2,1.8,1.0,0.2,1019.9,83,2.1
Variabel meetpunt sinds aug 2011,2013-07-01,,,,,97.0,9.2,17.5,1.2,5.4,15.6,7.2,0.0,0.0,1016.4,81,3.2
Variabel meetpunt sinds aug 2011,2013-07-15,,,,,110.0,9.8,21.3,1.7,2.4,18.9,14.5,0.0,0.0,1023.0,73,5.0
Variabel meetpunt sinds aug 2011,2013-08-19,,,,,101.0,9.2,19.8,1.4,4.3,16.5,9.0,1.9,4.5,1018.3,80,3.1
Variabel meetpunt sinds aug 2011,2013-09-02,,,,,89.0,8.1,19.3,1.0,6.4,17.4,3.5,0.0,0.0,1024.1,79,1.7
Variabel meetpunt sinds aug 2011,2013-09-16,,,,,103.0,9.7,17.2,1.1,7.4,12.1,9.1,1.7,4.5,999.5,69,2.4
Variabel meetpunt sinds aug 2011,2013-09-30,,,,,88.0,8.8,14.7,1.3,6.1,11.4,10.3,0.0,0.0,1010.9,69,2.2
Variabel meetpunt sinds aug 2011,2013-10-21,,,,,31.0,3.4,12.6,1.5,5.8,14.5,1.2,0.0,0.0,1010.0,90,0.7
Variabel meetpunt sinds aug 2011,2013-11-11,,,,,83.0,9.5,10.1,1.7,4.9,6.6,2.7,0.0,-0.1,1026.2,84,0.5
Variabel meetpunt sinds aug 2011,2013-11-25,,,,,78.0,9.4,8.0,2.0,3.4,5.4,3.9,0.2,0.1,1032.7,82,0.5
Variabel meetpunt sinds aug 2011,2013-12-09,,,,,84.0,10.2,7.1,1.6,6.6,9.0,4.7,0.3,0.1,1027.7,90,0.4
Variabel meetpunt sinds aug 2011,2014-01-13,,,,,92.0,11.3,6.1,1.2,5.8,6.1,4.2,1.6,1.4,1007.9,90,0.4
Variabel meetpunt sinds aug 2011,2014-01-27,,,,,,11.1,4.9,1.0,7.1,4.0,1.8,3.0,2.3,991.3,86,0.3
Variabel meetpunt sinds aug 2011,2014-02-10,,,,,,10.4,4.8,1.4,3.6,5.0,0.7,1.3,0.7,994.7,85,0.4
Variabel meetpunt sinds aug 2011,2014-02-24,,,,,,11.3,5.7,1.5,6.1,7.8,9.0,0.0,0.0,1010.6,77,1.2
Variabel meetpunt sinds aug 2011,2014-03-10,,,,,,10.9,7.0,1.6,4.1,9.5,10.2,0.0,0.0,1026.7,79,1.9
Variabel meetpunt sinds aug 2011,2014-03-24,,,,,,11.6,8.3,1.9,2.5,5.2,10.3,0.9,1.6,1013.3,73,2.0
Variabel meetpunt sinds aug 2011,2014-04-07,,,,,,11.7,12.3,1.4,4.9,14.8,3.0,3.6,14.8,1011.1,85,1.9
Variabel meetpunt sinds aug 2011,2014-04-22,,,,,,8.9,12.6,1.3,3.3,13.1,8.4,0.0,0.0,1011.1,75,2.7
Variabel meetpunt sinds aug 2011,2014-05-12,,,,,,10.1,13.1,0.6,5.4,11.0,5.4,1.5,1.5,1008.4,83,2.4
Variabel meetpunt sinds aug 2011,2014-05-19,,,,,,11.5,18.7,1.4,3.4,18.7,13.4,0.0,0.0,1007.5,66,4.3
Variabel meetpunt sinds aug 2011,2014-06-02,,,,,,11.5,17.8,1.2,2.3,14.1,8.7,0.0,0.0,1019.0,75,3.1
Variabel meetpunt sinds aug 2011,2014-06-16,,,,,,10.0,19.7,1.2,4.9,15.0,2.0,0.0,0.0,1024.0,74,2.2
Variabel meetpunt sinds aug 2011,2014-06-30,,,,,,8.8,20.7,2.5,3.5,13.9,7.5,3.3,4.7,1016.8,78,3.2
Variabel meetpunt sinds aug 2011,2014-07-14,,,,,,9.1,21.7,1.8,4.6,17.8,3.6,0.0,0.0,1012.9,84,2.8
Variabel meetpunt sinds aug 2011,2014-08-11,,,,,,7.8,20.7,1.6,9.0,17.8,10.6,2.6,16.0,1007.7,69,3.7
Variabel meetpunt sinds aug 2011,2014-08-25,,,,,,7.8,16.5,1.1,3.1,13.1,0.0,8.4,3.5,1012.1,88,0.9
Variabel meetpunt sinds aug 2011,2014-09-08,,,,,,10.2,19.3,1.8,2.2,14.7,10.5,0.0,0.0,1018.9,78,2.9
Variabel meetpunt sinds aug 2011,2014-09-22,,,,,,10.6,18.9,0.8,5.2,14.1,6.9,0.0,-0.1,1021.5,65,2.0
Variabel meetpunt sinds aug 2011,2014-10-06,,,,,,9.6,17.0,0.8,4.5,13.6,0.4,0.8,0.2,1008.1,88,0.4
Variabel meetpunt sinds aug 2011,2014-10-20,,,,,,8.6,15.2,1.0,7.4,15.0,5.5,2.4,10.6,1013.7,82,1.2
Variabel meetpunt sinds aug 2011,2014-11-04,,,,,,9.2,12.5,0.9,3.8,8.7,0.8,1.0,1.2,994.3,95,0.6
Variabel meetpunt sinds aug 2011,2014-11-17,,,,,,9.0,10.4,0.8,4.1,9.6,3.0,0.1,0.1,1004.7,91,0.5
Variabel meetpunt sinds aug 2011,2014-12-01,,,,,89.0,10.4,7.8,1.0,4.8,1.5,0.0,0.0,0.0,1013.6,88,0.1
Variabel meetpunt sinds aug 2011,2015-01-05,,,,,96.0,12.2,5.2,1.4,4.3,2.9,1.5,0.0,0.0,1030.3,93,0.2
Variabel meetpunt sinds aug 2011,2015-01-21,,,,,103.0,13.1,4.9,1.6,3.8,-0.3,0.6,0.0,0.0,1012.8,82,0.3
Variabel meetpunt sinds aug 2011,2015-02-02,,,,,93.0,11.9,4.0,1.4,4.4,2.5,4.5,3.4,5.1,1000.1,86,0.6
Variabel meetpunt sinds aug 2011,2015-02-16,,,,,86.0,11.4,3.6,1.4,2.3,1.3,7.3,0.0,0.0,1018.4,92,0.9
Variabel meetpunt sinds aug 2011,2015-03-02,,,,,103.0,13.1,4.9,0.5,9.6,5.2,6.3,1.3,3.0,1004.9,74,1.0
Variabel meetpunt sinds aug 2011,2015-03-16,,,,,108.0,13.5,5.8,1.6,3.5,6.8,6.9,0.0,0.0,1024.2,78,1.5
Variabel meetpunt sinds aug 2011,2015-04-07,,,,,109.0,13.2,8.0,0.9,3.1,6.5,7.2,0.0,0.0,1035.9,89,2.1
Variabel meetpunt sinds aug 2011,2015-05-04,,,,,96.0,10.3,11.5,0.9,6.0,14.9,8.5,3.0,3.1,1004.5,73,3.3
Variabel meetpunt sinds aug 2011,2015-05-18,,,,,112.0,11.4,13.9,1.2,6.6,10.7,1.3,3.8,4.9,1007.2,82,1.1
Variabel meetpunt sinds aug 2011,2015-06-01,,,,,99.0,9.9,15.1,0.7,5.0,12.6,6.9,0.0,-0.1,1014.0,63,3.5
Variabel meetpunt sinds aug 2011,2015-06-15,,,,,96.0,9.4,16.2,1.0,5.0,13.0,14.2,0.0,0.0,1021.7,61,4.7
Variabel meetpunt sinds aug 2011,2015-07-06,,,,,100.0,8.7,23.1,0.6,5.0,18.3,14.0,0.0,0.0,1019.2,67,4.7
Variabel meetpunt sinds aug 2011,2015-07-20,,,,,106.0,9.5,20.3,0.9,4.0,17.9,3.1,1.1,0.6,1011.7,85,2.2
Variabel meetpunt sinds aug 2011,2015-08-04,,,,,111.0,10.0,20.3,0.7,5.4,17.9,6.5,4.4,8.4,1013.6,78,2.6
Variabel meetpunt sinds aug 2011,2015-08-17,,,,,110.0,9.9,20.2,0.5,5.0,14.5,0.0,19.9,24.4,1013.2,96,0.5
Variabel meetpunt sinds aug 2011,2015-09-07,,,,,91.0,8.8,17.6,0.7,4.0,14.3,4.1,2.8,2.6,1026.8,88,1.6
Variabel meetpunt sinds aug 2011,2015-09-21,,,,,84.0,8.3,15.8,1.0,5.5,14.6,2.9,4.4,2.8,1012.4,85,1.6
Variabel meetpunt sinds aug 2011,2015-10-05,,,,,97.0,9.7,14.7,1.0,3.8,13.1,2.3,1.6,0.3,1009.7,89,1.1
Variabel meetpunt sinds aug 2011,2015-10-19,,,,,71.0,7.7,12.0,1.5,2.1,11.0,0.4,0.0,-0.1,1022.6,92,0.4
Variabel meetpunt sinds aug 2011,2015-11-02,,,,,88.0,9.7,11.6,1.1,2.1,8.6,7.6,0.0,0.0,1025.7,94,1.1
Variabel meetpunt sinds aug 2011,2015-11-16,,,,,77.0,7.8,11.6,1.0,8.0,12.6,0.4,1.6,1.2,1009.8,85,0.2
Variabel meetpunt sinds aug 2011,2015-12-07,,,,,92.0,10.7,8.8,1.1,4.5,10.7,1.6,2.7,0.9,1028.0,93,0.3
Variabel meetpunt sinds aug 2011,2016-01-04,,,,,87.0,10.8,7.8,1.0,4.7,5.9,0.0,12.6,11.6,987.7,97,0.1
Variabel meetpunt sinds aug 2011,2016-01-25,,,,,79.0,9.8,6.0,1.4,5.6,10.4,5.4,0.0,0.0,1023.1,87,0.7
Variabel meetpunt sinds aug 2011,2016-02-08,,,,,93.0,10.9,6.5,0.7,14.0,8.5,2.1,8.5,9.2,986.8,79,0.5
Variabel meetpunt sinds aug 2011,2016-02-22,,,,,80.0,9.7,6.3,2.0,6.7,6.6,0.0,4.8,2.0,1006.6,83,0.3
Variabel meetpunt sinds aug 2011,2016-03-07,,,,,101.0,12.5,5.5,1.1,2.4,2.9,9.0,1.0,1.8,1005.6,85,1.3
Variabel meetpunt sinds aug 2011,2016-04-04,,,,,112.0,12.2,10.2,0.8,4.1,12.5,4.1,2.8,7.4,1004.9,82,1.4
Variabel meetpunt sinds aug 2011,2016-04-18,,,,,99.0,11.0,10.4,1.0,7.0,9.0,7.4,0.0,-0.1,1020.4,72,2.6
Variabel meetpunt sinds aug 2011,2016-05-02,,,,,115.0,12.5,12.6,0.5,5.2,11.2,8.1,1.2,3.6,1022.1,69,2.9
Variabel meetpunt sinds aug 2011,2016-05-23,,,,,99.0,9.8,15.1,0.8,6.1,11.9,0.0,13.8,8.2,1013.7,90,1.3
Variabel meetpunt sinds aug 2011,2016-06-06,,,,,107.0,9.7,20.4,0.8,3.6,18.1,15.3,0.0,0.0,1021.6,72,5.2
Variabel meetpunt sinds aug 2011,2016-06-20,,,,,84.0,7.9,18.5,0.5,6.4,15.5,0.1,13.1,21.8,1014.9,93,0.7
Variabel meetpunt sinds aug 2011,2016-07-04,,,,,106.0,9.8,18.9,0.6,2.5,17.4,13.4,0.0,0.0,1018.8,72,4.5
Variabel meetpunt sinds aug 2011,2016-07-18,,,,,106.0,9.5,20.4,0.9,2.5,20.0,13.3,0.0,0.0,1021.6,68,5.0
Variabel meetpunt sinds aug 2011,2016-08-01,,,,,85.0,7.5,20.7,0.7,4.1,17.0,9.5,0.0,-0.1,1017.6,72,3.7
Variabel meetpunt sinds aug 2011,2016-08-15,,,,,110.0,10.2,18.9,0.8,3.0,16.6,12.7,0.0,0.0,1024.5,74,3.9
Variabel meetpunt sinds aug 2011,2016-09-12,,,,,99.0,8.7,21.2,0.7,2.8,21.8,8.3,0.0,0.0,1015.8,77,2.8
Variabel meetpunt sinds aug 2011,2016-09-26,,,,,88.0,8.3,18.1,1.0,1.6,14.3,2.1,0.0,0.0,1023.5,79,1.3
Variabel meetpunt sinds aug 2011,2016-10-10,,,,,76.0,7.9,13.6,1.3,1.9,8.8,6.9,0.0,0.0,1024.2,81,1.4
Variabel meetpunt sinds aug 2011,2016-10-24,,,,,78.0,8.5,11.2,1.3,3.7,7.8,0.7,0.0,0.0,1014.2,88,0.5
Variabel meetpunt sinds aug 2011,2016-11-07,,,,,72.0,8.1,9.8,1.6,3.8,4.9,1.0,2.2,0.8,1007.6,88,0.2
Variabel meetpunt sinds aug 2011,2016-11-22,,,,,69.0,8.1,8.7,0.8,6.6,10.2,4.0,0.0,0.0,1007.1,79,0.6
Variabel meetpunt sinds aug 2011,2016-12-05,,,,,73.0,9.1,5.6,1.2,1.7,-1.0,6.5,0.0,0.0,1026.7,82,0.4
Variabel meetpunt sinds aug 2011,2016-12-19,,,,,81.0,9.8,6.4,0.8,2.8,5.0,5.4,0.0,0.0,1028.6,90,0.4
Variabel meetpunt sinds aug 2011,2017-01-09,,,,,93.0,11.9,4.8,1.2,5.2,5.4,0.0,5.9,6.7,1019.1,96,0.1
Variabel meetpunt sinds aug 2011,2017-02-06,,,,,90.0,11.5,4.2,0.9,2.0,4.4,0.0,0.0,0.0,1017.8,91,0.2
Variabel meetpunt sinds aug 2011,2017-02-28,,,,,88.0,10.9,4.5,0.9,7.8,4.4,2.7,2.7,3.3,988.6,85,0.7
Variabel meetpunt sinds aug 2011,2017-03-06,,,,,99.0,12.1,5.5,0.8,2.2,5.9,4.4,1.3,2.5,1001.3,89,1.1
Variabel meetpunt sinds aug 2011,2017-03-20,,,,,85.0,9.9,7.7,0.5,9.7,10.3,0.2,5.3,3.3,1004.3,89,0.3
Variabel meetpunt sinds aug 2011,2017-04-03,,,,,127.0,14.2,10.6,0.9,1.7,9.1,4.0,0.0,0.0,1026.7,84,1.4
Variabel meetpunt sinds aug 2011,2017-04-18,,,,,75.0,8.5,10.8,0.8,4.6,6.4,10.2,1.9,2.7,1028.5,69,2.3
Variabel meetpunt sinds aug 2011,2017-05-01,,,,,124.0,13.2,11.7,1.4,4.0,11.9,0.7,1.9,0.4,1010.7,69,1.5
Variabel meetpunt sinds aug 2011,2017-05-15,,,,,108.0,10.9,15.0,0.6,3.7,14.9,8.7,2.1,0.3,1027.4,73,3.5
Variabel meetpunt sinds aug 2011,2017-06-12,,,,,86.0,8.1,17.8,0.8,8.0,16.3,4.0,0.0,0.0,1015.6,71,2.7
Variabel meetpunt sinds aug 2011,2017-06-26,,,,,58.0,5.33,20.0,1.2,3.8,16.1,11.5,0.0,0.0,1013.6,68,4.4
Variabel meetpunt sinds aug 2011,2017-07-10,,,,,104.0,8.9,22.3,1.0,3.4,19.2,2.9,0.3,0.1,1008.4,73,2.9
Variabel meetpunt sinds aug 2011,2017-07-24,,,,,83.0,7.3,20.3,1.3,3.1,15.6,3.5,2.8,5.1,1009.9,84,2.0
Variabel meetpunt sinds aug 2011,2017-08-14,,,,,97.0,8.7,19.5,1.2,3.0,18.4,6.8,0.0,0.0,1018.5,74,3.2
Variabel meetpunt sinds aug 2011,2017-08-28,,,,,111.0,9.9,20.6,1.2,1.4,19.5,10.8,0.0,0.0,1018.0,76,3.4
Variabel meetpunt sinds aug 2011,2017-09-11,,,,,89.0,8.3,17.1,0.8,9.0,14.1,5.0,7.3,17.2,993.2,86,1.4
Variabel meetpunt sinds aug 2011,2017-09-25,,,,,120.0,12.0,15.3,0.9,3.6,14.6,3.7,0.0,0.0,1021.7,88,1.5
Variabel meetpunt sinds aug 2011,2017-10-02,,,,,73.0,6.9,15.9,0.9,8.7,15.7,2.3,1.3,0.4,1010.4,74,1.0
Variabel meetpunt sinds aug 2011,2017-10-16,,,,,100.0,9.9,14.5,0.6,5.0,18.2,8.2,0.0,0.0,1018.9,81,1.5
Variabel meetpunt sinds aug 2011,2017-11-06,,,,,68.0,7.4,11.6,1.0,2.1,6.0,6.0,0.2,0.2,1023.7,84,0.7
Variabel meetpunt sinds aug 2011,2017-11-20,,,,,80.0,9.0,9.1,1.0,6.3,8.5,0.0,10.6,9.9,1013.5,89,0.1
Variabel meetpunt sinds aug 2011,2017-12-04,,,,,88.0,10.6,7.7,1.0,4.1,7.3,0.2,1.6,1.6,1029.7,87,0.2
Variabel meetpunt sinds aug 2011,2017-12-18,,,,,100.0,12.6,5.4,1.0,4.6,5.9,1.9,1.6,2.8,1024.4,88,0.3
Variabel meetpunt sinds aug 2011,2018-01-08,,,,,92.0,12.0,4.0,0.8,6.7,0.9,6.7,0.0,0.0,1023.8,76,0.4
