CHLFa_ug/l_blauwalg,E_COLI_nKVE/dl,INTTNLETRCCN_nKVE/dl,O2_%,O2_mg/l,T_oC,ZICHT_m,FG,TG,SQ,DR,RH
195.1572803405179,110.0,20.0,67.85697755609652,7.2527231856567544,13.237274211541017,0.8181373481543761,4.3,11.0,0.5,0.6,0.1
156.95965493042786,1400.0,80.0,68.91620221979986,7.4555106180106305,12.572732290621238,0.8083989060020325,6.3,10.8,9.8,2.0,0.5
196.26523978648584,30.0,30.0,68.6935302172668,6.886785220004515,16.032230588771657,0.8310614596541731,5.9,14.4,9.2,0.0,-0.1
291.73527173676666,140.0,15.0,68.16587840432683,6.5042263510426075,17.914227068445363,0.8309222196449504,3.8,16.0,7.8,0.0,0.0
57.23171478148652,110.0,60.0,68.89520230496692,7.069970162325434,15.134024840530037,0.8270198687532005,8.7,14.1,8.2,0.0,-0.1
364.49395024859405,60.0,80.0,68.4086071091204,6.021623129809754,20.889066225512074,0.8424211254165843,3.1,19.1,12.9,0.0,0.0
358.1252484180859,30.0,15.0,68.26684137279474,5.999148285650042,20.93920608103211,0.8399596785864778,3.2,19.2,11.6,0.0,0.0
403.83487829505066,50.0,15.0,67.39716755971311,4.8102116149094165,27.309818646377764,0.8428035457227231,2.6,26.2,10.0,1.0,2.0
224.14042730113943,210.0,20.0,67.44766204149113,5.918187760687546,20.924067599087774,0.8277907333834112,4.9,19.7,3.0,0.0,-0.1
335.9210990542142,200.0,20.0,67.96279681161502,5.887796383632471,21.40585410783622,0.835752699377976,3.4,19.8,9.3,0.0,0.0
69.06414363420663,330.0,15.0,60.0,5.5,19.1,0.8186168630559945,2.4,15.5,1.7,4.8,5.6
-411.4571141155993,24000.0,500.0,42.0,3.9,18.4,0.5072619001997131,2.9,16.4,0.8,5.3,10.8
-438.9124030549465,1100.0,1100.0,48.0,4.6,17.9,0.842498402730231,3.0,14.7,0.1,2.2,1.3
-317.64299673029745,110.0,30.0,43.0,4.2,17.3,0.8461381685549044,3.8,17.0,8.2,0.0,0.0
245.17507157261934,480.0,30.0,68.65518555708402,7.036712292057826,15.111551334382533,0.8248795349798287,4.8,13.1,9.6,0.0,0.0
2160.7667818594673,330.0,60.0,48.0,6.5,2.0,0.8104409830748631,5.1,1.9,0.0,4.4,2.7
-335.6153787306175,250.0,15.0,71.0,8.6,7.3,0.8246692412961639,2.5,9.4,9.7,0.0,0.0
-170.51578206294107,310.0,20.0,77.0,9.0,8.5,0.8160083557292868,3.0,8.8,6.0,0.0,0.0
-329.6224258901311,50.0,20.0,82.0,9.2,10.4,0.8245230515840887,5.4,12.1,11.8,0.0,0.0
845.5515489437803,110.0,15.0,78.0,7.8,15.3,0.8259653871176079,3.3,13.1,9.9,0.0,0.0
-1232.9547901449769,210.0,60.0,62.0,5.9,19.8,0.8418179956765559,2.7,20.1,10.0,0.0,0.0
3.8,140.0,30.0,63.0,5.2,24.4,0.8440003010259298,3.0,19.7,12.8,0.0,0.0
222.14123727256265,230.0,30.0,67.31680872098258,6.039687647576777,20.212500853230626,0.8178928820865194,5.1,18.7,3.5,2.0,9.0
548.921353342952,230.0,20.0,62.0,5.6,19.6,0.835686128356534,2.5,16.0,9.3,0.0,0.0
662.9946656985176,180.0,80.0,65.0,6.4,16.4,0.8352501180171453,2.6,13.0,11.1,0.0,0.0
1038.6027888443623,330.0,80.0,47.0,4.8,13.8,0.833263705763755,4.0,12.8,6.5,2.5,0.8
2541.577421757802,630.0,120.0,47.0,5.9,5.4,0.8168211335202681,4.3,2.9,1.5,0.0,0.0
-1151.6510305448246,1800.0,460.0,78.0,9.7,5.4,0.7896649923478177,4.5,6.7,0.0,4.9,3.5
-318.38498499683374,20.0,15.0,110.0,11.2,15.5,0.8173560646223765,3.0,15.6,13.3,0.0,0.0
-95.36118595918379,50.0,30.0,97.0,9.9,15.1,0.8228231477295286,1.8,15.4,11.7,0.0,0.0
352.3112141536567,110.0,15.0,107.0,10.7,16.0,0.8135422403151982,4.5,14.2,11.9,0.0,0.0
878.6299211707646,90.0,50.0,81.0,7.4,19.9,0.810358158936127,5.6,12.3,1.1,2.9,2.0
-153.06816879037797,800.0,60.0,80.0,7.4,20.3,0.817925957027926,2.7,18.3,5.9,0.0,0.0
-73.17025951097094,80.0,15.0,60.0,5.4,20.4,0.8354779483273519,7.8,17.5,8.6,0.0,0.0
459.40325048483646,180.0,15.0,88.0,8.0,20.9,0.8291046890766597,2.5,17.9,13.4,0.0,0.0
-689.102965364069,160.0,30.0,88.0,7.4,25.6,0.8340231485045201,4.0,26.0,11.3,0.0,0.0
-1638.7059820398208,460.0,50.0,55.0,4.5,25.2,0.8397859316509402,4.8,21.6,8.4,0.7,0.3
-997.3407741312585,210.0,30.0,68.0,6.6,17.6,0.7935141108254259,6.3,16.4,0.0,14.3,20.2
-182.90509680193827,140.0,15.0,67.0,6.0,20.4,0.8420029364861807,1.7,22.1,10.9,0.0,0.0
-106.16526029671513,160.0,15.0,105.0,11.4,11.6,0.8052319230379275,4.7,7.7,9.2,0.0,0.0
43.01242609552719,130.0,30.0,96.0,10.0,13.3,0.8091514052352927,5.0,14.8,5.9,1.2,3.0
597.3956949266685,180.0,40.0,89.0,9.0,15.3,0.811500248880775,4.0,11.0,5.6,0.7,1.3
324.5978401385546,30.0,20.0,77.0,7.2,18.4,0.8403719555757869,3.5,20.7,15.4,0.0,0.0
414.7211699571981,80.0,30.0,78.0,6.5,23.4,0.8333418345065131,4.4,23.1,8.2,0.0,0.0
-699.9889008613009,60.0,15.0,46.0,4.3,19.5,0.8459562799265461,2.6,16.8,7.9,0.0,-0.1
-141.50974788006533,60.0,15.0,70.0,6.2,21.9,0.8379323553634052,3.3,18.2,11.4,0.0,0.0
-196.15092642960371,530.0,60.0,63.0,5.9,19.5,0.8238409356440795,2.2,15.2,1.9,0.0,0.0
234.79669357183047,460.0,20.0,72.0,6.5,20.7,0.8236005744932674,3.9,16.5,6.4,0.2,0.1
-564.9991816192141,110.0,15.0,43.0,4.1,18.4,0.8382306862510306,2.3,16.6,0.3,0.0,0.0
417.6628542802446,220.0,50.0,68.0,6.5,17.4,0.822844191046996,6.0,16.3,2.0,0.0,-0.1
-1064.8433964243086,530.0,40.0,92.0,10.8,8.7,0.7917759400443968,8.2,3.1,7.6,4.2,5.5
-420.23340305283637,90.0,15.0,88.0,9.2,14.5,0.824850332310996,2.9,14.2,11.7,0.0,0.0
697.0476871765368,1400.0,80.0,75.0,7.2,17.3,0.8110497263367848,5.2,15.1,9.2,0.0,-0.1
615.5273775018559,90.0,50.0,82.0,7.5,20.5,0.8295668757570774,4.3,14.9,12.7,0.0,0.0
-367.77983360195503,140.0,20.0,64.0,5.9,20.3,0.8392228042295153,3.7,17.4,11.6,0.0,0.0
-116.49626511097995,30.0,15.0,92.0,7.7,24.8,0.8379990363150371,3.5,28.5,13.7,0.0,0.0
-724.518388570872,80.0,30.0,67.0,5.8,22.9,0.8368883399210204,3.7,21.4,6.5,0.0,0.0
699.8385905982232,80.0,130.0,88.0,7.6,22.7,0.8300277758203463,2.5,20.4,8.6,0.0,0.0
99.2562595141535,310.0,30.0,51.0,5.3,15.3,0.8367929294874804,1.1,12.5,7.8,0.0,0.0
722.399689258018,1100.0,180.0,42.0,4.4,13.5,0.8136263092872597,5.2,12.4,5.4,6.1,11.2
-672.0793023841397,130.0,60.0,87.0,9.7,11.4,0.8169870623535136,4.2,9.9,7.9,0.0,0.0
416.7330102617925,110.0,20.0,62.0,6.1,17.1,0.8205108704555449,4.8,10.4,0.5,0.6,0.3
143.0644510229613,140.0,15.0,79.0,7.8,17.2,0.8142165405540442,4.8,12.7,0.8,0.0,0.0
989.5075574114726,80.0,15.0,108.0,9.5,22.2,0.8237087388097404,4.7,24.3,13.6,0.0,0.0
-219.678217026556,160.0,60.0,71.0,6.0,24.1,0.8378374750032866,5.9,18.9,13.0,0.0,-0.1
490.4193751702296,180.0,20.0,87.0,7.6,22.6,0.8315058361122338,3.8,20.0,14.2,0.0,0.0
326.3077838755071,160.0,20.0,62.0,5.5,20.4,0.8290407213451109,4.9,16.9,3.1,0.0,-0.1
-429.07846850444184,35000.0,1200.0,49.0,4.7,18.1,0.3830849923698,7.5,16.0,8.1,1.2,1.9
632.3260743222472,140.0,15.0,90.0,7.8,23.2,0.8298902841537917,2.3,19.3,13.2,0.0,0.0
-683.1630131185011,660.0,40.0,53.0,4.9,19.9,0.8391462697759752,2.9,18.5,11.0,0.0,0.0
-66.40828577694447,530.0,130.0,48.0,4.1,20.9,0.8208351506824583,7.0,18.9,5.9,2.9,16.0
2.5,270.0,80.0,68.03509780632825,6.542810745466673,17.668120202124467,0.8197852476966128,5.3,16.2,2.4,2.2,3.0
3.3,1400.0,250.0,65.8463216837125,6.382823461550874,17.822205541965502,0.7385211337840579,6.3,14.9,0.0,16.1,67.2
3.6,350.0,15.0,67.99725862647608,6.542896543089002,17.65965944811808,0.8171688741095102,5.3,16.2,2.4,2.2,3.0
4.8,1900.0,200.0,65.74516322828073,6.377914465767116,17.80332635116404,0.7304921264602329,6.3,14.9,0.0,16.1,67.2
306.80672124865305,4200.0,140.0,67.12077517741369,6.581201836580108,16.761925312619518,0.7731612915682172,2.7,14.6,3.9,0.3,0.3
125.67162527316941,350.0,40.0,67.87597656926688,6.583290925090909,16.864999846180122,0.8073562971086206,6.8,15.6,5.0,6.7,12.6
324.75001709563,310.0,50.0,67.66950448926265,6.095274460001818,19.57824133273444,0.8267950409211303,2.6,17.8,5.7,3.1,1.2
-74.77795423566931,390.0,30.0,67.79513000851777,6.770232426070309,15.589926616896777,0.7963351804851325,10.4,15.2,0.6,8.4,13.9
224.0365392813219,440.0,30.0,68.48681227064084,7.025489517134937,15.050942866290775,0.822851728861814,5.0,13.1,7.9,0.3,0.5
15.887891903787022,160.0,80.0,68.75151270076535,8.351022479302328,7.053900072132468,0.8078868969501715,7.4,5.0,1.1,3.4,1.7
186.4610101462822,180.0,20.0,67.67865752941687,6.888308531526187,14.560659760724706,0.8116662819049616,4.2,12.8,0.4,6.5,3.8
357.4408016624948,90.0,15.0,68.14684474438889,5.809033911171054,21.984340736012385,0.8399939775564786,3.3,20.4,11.4,0.0,0.0
289.65967013041336,210.0,60.0,68.25878537562382,7.138801787925138,14.220514407700227,0.8257069813033476,3.1,11.7,6.1,0.0,0.0
348.7652649027241,160.0,15.0,68.3434197204314,6.585508630399795,17.52957022272262,0.8329963448771683,2.8,15.3,9.9,0.0,0.0
327.62081307419794,90.0,15.0,67.27091171152506,5.913251770686228,20.708376795265043,0.8296152429992484,2.5,18.9,2.9,0.7,0.3
158.23323503265237,810.0,60.0,67.41352727725103,6.362354209705474,18.307958307775003,0.8147592316196238,5.7,17.0,0.7,0.0,0.0
222.95312537232894,160.0,20.0,67.29333507495457,6.464427884494159,17.053691379708894,0.813189668103058,3.8,15.3,0.1,5.4,6.0
374.1739280754264,180.0,15.0,67.16100738420818,5.5956567377382,22.586648962761355,0.8326837612850351,1.9,20.8,4.1,0.0,0.0
241.14540953694268,4400.0,180.0,67.2718078885098,6.1651103684947515,19.27024549675324,0.7736448953385782,4.7,17.9,6.4,1.2,1.7
194.58925266550978,160.0,30.0,67.90520718274647,6.5796162419464554,17.185206006666736,0.8214329444819612,5.3,15.6,4.4,2.0,3.5
221.69410713678917,210.0,77.99883990152823,68.31250291698689,7.902481415017885,9.54413236546386,1.0,3.7,6.8,3.6,1.8,0.9
235.1273420550915,80.0,15.0,68.98596302174484,7.667285624493781,11.7,1.0,4.9,8.8,10.2,0.0,0.0
330.3233119170309,180.0,30.0,69.54666941023594,6.894241360531147,16.2,0.0,2.8,15.2,13.2,0.0,0.0
148.25572200090755,14000.0,760.0,65.11124529884762,6.968313003740515,12.8,1.0,4.5,9.7,0.0,9.2,15.2
221.846386876201,110.0,30.0,68.0545681986041,7.0031194801931,15.4,1.0,5.0,10.7,5.0,0.0,0.0
247.98236256670862,60.0,15.0,68.14234905044488,6.450227942526018,18.2,1.0,5.0,16.9,8.3,0.0,0.0
289.37179872184424,80.0,20.0,68.62084913456982,6.120126137829915,20.5,1.0,5.3,19.2,14.6,0.0,0.0
415.1389434235625,160.0,20.0,67.59791141540964,5.322106212474885,24.0,1.0,2.1,25.3,11.0,0.0,0.0
261.2504131491951,240.0,110.0,67.69449396620321,6.1335885184508525,20.1,1.0,4.6,16.9,6.4,0.0,0.0
287.50515524806724,160.0,60.0,68.45466866501101,6.192248352000819,19.9,1.0,4.9,18.8,12.9,0.0,0.0
291.24000701445766,270.0,30.0,67.48956242748041,6.217190596810951,19.5,1.0,3.9,13.0,5.4,4.8,4.5
258.69229611865194,230.0,30.0,67.35856665071708,6.621970277326431,16.4,1.0,3.3,16.1,1.0,0.0,0.0
145.0427246056297,30.0,50.0,68.08485025364406,6.805130107540547,16.2,1.0,6.5,14.4,4.7,0.1,0.1
308.7010620002857,310.0,130.0,68.77858406804474,7.2759392711257975,13.9,1.0,3.5,10.5,11.6,0.0,0.0
326.49781115825317,5000.0,50.0,65.85672346214845,5.838225266111886,19.9,1.0,2.3,15.9,0.4,8.9,9.8
388.6349131626139,980.0,110.0,67.91523819483452,5.80604881952366,22.6,1.0,3.3,16.6,12.9,0.0,0.0
335.8333314390311,80.0,15.0,67.45245159220917,6.034076407724552,20.7,1.0,3.2,16.1,5.7,0.0,0.0
176.25992864151704,180.0,110.0,66.7495067787333,5.803756560639175,20.1,1.0,4.8,15.0,0.0,16.8,15.8
277.3694505065032,1800.0,380.0,67.86313884675639,5.42495537186353,24.2,1.0,5.2,22.5,13.6,0.5,1.2
393.28217966857665,780.0,140.0,67.63573710743638,5.736121225179536,22.4,1.0,2.5,18.7,10.4,0.0,0.0
171.10658777128447,3100.0,440.0,67.34720706411682,6.469391612404587,17.8,1.0,5.6,13.0,5.4,4.3,5.4
334.05279682268883,1300.0,310.0,67.97965152309929,6.418163808285321,18.0,1.0,2.6,17.4,10.0,0.0,0.0
271.3280230529999,4800.0,1200.0,67.05656432689808,6.116278442870128,19.1,1.0,1.9,18.6,7.3,0.0,0.0
177.73929761894578,380.0,80.0,69.2409752657572,8.097261499419849,9.24515086042417,0.8203882351362103,5.5,6.7,9.2,0.0,-0.1
235.3664375196331,180.0,20.0,68.31691437962787,6.4558006895899736,18.32226785134546,0.8308282249201079,5.2,16.8,8.5,0.0,0.0
246.75667973868804,130.0,20.0,68.67640691810152,7.223427217287194,14.018488402436882,0.8274089591939531,4.5,11.8,8.6,0.0,0.0
237.59821167572954,420.0,15.0,68.9305690779043,7.156328627565847,14.59141793010926,0.8263138764949621,5.2,12.6,11.3,0.0,0.0
225.1414304745631,90.0,20.0,68.17233377322884,6.980441087145953,15.031558477577942,0.8236313933656803,4.5,13.0,5.0,1.0,1.2
282.42272182042325,390.0,80.0,68.74230527514639,6.2573653239514275,19.75293291658957,0.8366987109073228,5.0,18.3,14.0,0.0,0.0
253.72905166721648,270.0,30.0,67.50516398416725,6.147388623842165,19.46218162483308,0.8249740717775823,4.0,17.9,3.1,1.1,0.6
346.06524732206526,230.0,15.0,68.29618303495663,5.7838607848925445,22.238279320355552,0.8395018847865159,3.8,20.8,12.8,0.0,0.0
132.5859889509993,520.0,30.0,67.08584222742077,6.4457122687864725,15.703269572573408,0.7808116486607426,5.0,14.5,0.0,19.9,24.4
266.33942010605097,1200.0,80.0,68.34990440921742,6.5730380987518195,17.6433975860598,0.8195410674299564,4.6,15.9,10.1,0.0,0.0
205.33955947683899,1100.0,50.0,67.97836410174098,6.595305559095243,17.252002970394173,0.8145553190333629,5.3,15.7,5.7,0.3,0.1
162.7283932064547,460.0,30.0,67.55568251318361,6.757696476468861,15.859396285176475,0.8051960139036515,5.6,14.1,2.1,4.5,10.8
0.5,250.0,15.0,68.57735062810401,7.826427321324068,10.7,0.8,5.0,4.9,1.7,5.6,7.2
0.5,50.0,20.0,68.53323368618675,7.132159992320072,14.9,1.0,4.1,12.4,8.0,0.0,0.0
0.5,430.0,15.0,67.68265831927675,6.569958973316539,17.8,0.8,6.6,16.1,2.1,2.5,16.9
0.5,160.0,20.0,67.13230089535169,6.002322581111381,21.0,1.0,4.2,15.6,1.2,2.8,3.2
0.5,350.0,20.0,67.71440419167128,6.3006600581825385,19.5,1.0,4.7,15.5,5.3,2.0,3.8
0.5,270.0,30.0,68.77542560297401,6.265540640771119,20.1,1.0,9.3,18.5,6.8,0.0,0.0
0.5,200.0,50.0,67.5767791340203,5.681314821145957,23.4,0.6,4.1,18.5,4.3,0.0,-0.1
0.5,140.0,50.0,68.19993781642481,6.265380804443913,19.9,1.0,6.5,17.3,5.7,0.0,-0.1
0.8,7100.0,460.0,66.89355941966325,6.164117102653546,19.0,1.0,6.0,18.3,4.4,4.0,6.2
383.7678679238652,440.0,20.0,68.07465252177012,5.4101496479320765,23.9,0.7,2.9,24.7,12.7,0.0,0.0
0.9,420.0,50.0,67.90807920725089,6.17672016060664,20.3,1.0,3.3,17.5,10.2,0.6,0.8
0.5,270.0,15.0,66.89012164636364,6.130935183490795,20.1,0.8,1.1,16.1,1.2,0.0,0.0
286.5265476295299,140.0,15.0,69.17637590399892,7.933371441309515,10.1,1.0,3.7,7.5,11.5,0.0,0.0
277.01773311425495,140.0,30.0,68.39721611423137,6.9044879732953435,15.1,1.0,3.7,14.9,8.7,2.1,0.3
331.6361556267166,80.0,40.0,67.72565773579758,5.908098904927691,21.1,1.0,3.8,20.7,10.1,0.7,7.0
90.46234103109782,35000.0,2000.0,62.69572187177147,5.994240050161949,17.5,0.38153863743953037,5.9,16.1,7.4,5.0,14.0
99.26326506197256,270.0,15.0,67.80021197516602,6.337924464250927,19.1,1.0,8.0,16.3,4.0,0.0,0.0
343.6043024704795,290.0,50.0,68.12401211090187,6.1386657807680045,20.5,1.0,3.8,16.1,11.5,0.0,0.0
301.50165843728973,160.0,50.0,67.05876536630291,5.762332907008492,21.7,1.0,3.4,19.2,2.9,0.3,0.1
314.7622416582144,230.0,80.0,67.10091138364704,6.030812401204729,20.3,1.0,3.1,15.6,3.5,2.8,5.1
234.47765686652747,160.0,140.0,69.40533987829096,8.031765551832308,7.7,1.0,3.3,16.5,11.5,0.0,0.0
371.25741784238926,1100.0,60.0,67.07589734051197,6.015430665837275,20.3,1.0,2.0,16.4,4.4,0.8,0.6
301.396685629421,640.0,30.0,67.61057320621404,6.111945565625765,20.1,0.8,3.6,17.0,5.5,0.0,-0.1
1.5,2200.0,250.0,65.71927614323559,6.374931916238123,17.79963759945653,0.7275431566812642,6.3,14.9,0.0,16.1,67.2
295.0514345860247,1400.0,90.0,67.8026540355253,6.863519558557162,15.7,0.8,3.0,12.2,4.8,0.4,0.1
233.6124325048131,160.0,130.0,69.08254668860664,7.458832669846943,12.8,0.9,4.8,11.0,11.3,0.0,-0.1
270.5188363330162,130.0,50.0,68.46802499434767,6.567247401317626,17.3,1.0,4.5,18.2,10.9,0.0,0.0
359.2343591424833,110.0,15.0,68.24736661278608,5.864525751792282,21.1,1.0,3.3,23.2,13.3,0.0,0.0
299.58135097599006,160.0,20.0,68.74627728189667,6.073008423519143,21.3,0.5,4.8,17.1,13.0,0.0,0.0
300.5696101558515,200.0,15.0,68.18366595079739,6.514010710932676,17.9,1.0,4.0,15.9,9.4,0.0,0.0
2.9,160.0,15.0,67.13444808482596,5.799175209043927,22.5,1.0,4.1,17.2,2.7,0.0,-0.1
120.0,80.0,15.0,67.61652506221498,5.538446857152335,23.6,1.0,1.9,22.6,14.9,0.0,0.0
0.5,80.0,50.0,67.7695610629895,5.493928372154816,24.1,1.0,2.5,23.2,13.9,0.0,0.0
220.62800888591664,430.0,60.0,67.41807242631428,5.914996602734485,20.92177624781124,0.8257118114942669,4.9,19.7,3.0,0.0,-0.1
3.3,250.0,20.0,67.61056968892865,6.0338392084693915,20.7,1.0,3.3,19.6,7.0,0.0,0.0
0.5,330.0,30.0,67.0,6.1,19.2,0.8154147651715534,2.4,15.5,1.7,4.8,5.6
0.5,400.0,230.0,74.0,7.0,18.7,1.0,3.5,18.7,4.4,0.0,0.0
2.9,2500.0,1300.0,53.0,5.1,17.7,0.8250391522710754,3.0,14.7,0.1,2.2,1.3
0.5,1100.0,110.0,53.0,5.1,16.6,1.0,3.8,17.0,8.2,0.0,0.0
0.5,830.0,140.0,53.0,5.2,16.3,0.8309835179734084,4.8,13.1,9.6,0.0,0.0
322.1714286810038,110.0,20.0,68.69104301191992,7.1880571491223115,14.4,0.8,3.1,10.7,9.8,0.0,0.0
337.68545250031275,80.0,20.0,68.91356061655411,7.404463378647517,13.2,1.0,3.1,9.8,12.3,0.0,0.0
239.52520102907692,130.0,50.0,68.6149121884208,6.722504806294311,17.2,1.0,5.6,14.1,11.3,0.0,-0.1
293.55882020703575,580.0,80.0,68.34773833467672,6.4975229867178435,18.2,0.7,3.9,15.1,9.4,0.6,0.4
302.45857711068675,250.0,60.0,68.14538193395231,5.434841332066421,23.7,0.6,4.2,25.5,11.0,0.0,0.0
254.12081000653598,290.0,60.0,67.54753153688259,6.210292639573517,20.0,1.0,4.9,13.9,5.1,0.7,1.0
258.6593605825965,900.0,220.0,68.0871011832024,5.896256216724093,21.4,1.0,5.2,20.6,11.6,0.0,0.0
