Sentiment_Score,O2_mg/l,O2_%,T_oC,ZICHT_m,INTTNLETRCCN_nKVE/dl,E_COLI_nKVE/dl,CHLFa_ug/l_blauwalg,FG,TG,SQ,DR,RH,Normalized_Amenities_Score,Status
0.8442,6.446957710722581,70.66032539314362,20.327934232647642,1.092939227568312,216.3736360178077,439.22590882520944,4.808918383685684,4.1,19.2,10.3,0.0,-0.1,0.36,1
0.5994,8.791109216217695,70.66093391083564,8.093207497716186,1.0912570819600234,208.02242877955018,511.87579478939506,4.82661266807176,9.1,5.5,2.9,1.8,2.6,0.36,1
0.7783,7.2911253668124765,70.69150995383379,15.772403842687844,1.1060291661356985,226.67173317195352,465.05534261494813,4.824394482740204,7.0,14.4,5.8,1.5,0.5,0.36,1
0.6249,7.022215909579867,71.42980425801139,15.904337279413745,1.2012408607136393,241.17018804781515,462.1112928013172,4.832497444138366,3.5,14.8,6.6,4.2,1.9,0.36,1
0.0,8.534031560984431,71.49670874809996,6.712807182972973,1.238296669442576,235.2808202996382,537.2257520025769,4.851782543559671,4.6,5.0,0.2,7.4,6.2,0.36,1
0.9398,8.151234911697117,71.30149886731053,12.669441968429787,1.1503080063216604,206.94745710688608,445.76103955765757,4.804703701827791,5.7,9.4,0.5,0.0,0.0,0.36,1
0.9169,6.566625194267113,76.26102708030685,23.9,1.0,15.0,180.0,0.5,3.8,20.0,14.2,0.0,0.0,0.29,1
-0.34,6.8963121539252485,71.1898878801089,17.362144724768978,1.0928859287677213,186.03531013150678,526.8009396480511,4.815715342791811,3.3,17.0,4.9,0.0,0.0,0.29,1
0.6361,6.641042930841786,71.79132276584733,19.92742925863433,1.1309423503371399,212.21376990121712,441.17153605583553,4.807099792106361,4.5,18.7,2.8,0.0,0.0,0.29,1
0.7269,5.744457833131269,71.46625043305893,23.999385191388626,1.0918790750719118,219.82900255704112,433.3052351282022,4.809882351473833,4.2,23.9,9.8,0.0,0.0,0.29,1
0.4754,5.594032463013808,71.18243946379121,24.17349097078072,1.0628182698925581,213.52271354246568,460.4523972950401,4.814037637761,3.9,24.7,13.9,0.0,0.0,0.29,1
0.7003,6.428650885364709,71.7659308068414,20.371891250918257,1.097223380697848,208.3565927455886,457.23934560131465,4.809531116158425,4.0,19.7,13.7,0.0,0.0,0.29,1
0.4767,6.5,70.0,19.0,0.4,275.99009664646996,339.2715934442881,4.820352368013556,3.7,17.4,11.6,0.0,0.0,0.29,1
0.4215,5.949934309176114,71.33600171846795,22.54118630878483,1.0813009214689266,209.6987874049846,463.95643570945685,4.812462028786414,3.8,22.6,11.1,0.0,0.0,0.29,1
0.5994,10.7,113.0,19.2,0.3,4.829071328150121,9.838871494794148,4.558985907470223,2.0,15.6,7.5,0.0,0.0,0.29,1
0.9538,6.870301985121319,71.99444233537591,18.415021416105684,1.0992455026306427,209.63413751883786,452.9449353592563,4.809300911850211,5.1,17.2,15.0,0.0,0.0,0.29,1
0.6369,8.500913441000607,72.74401841475245,5.946476721601574,1.2651015902116285,260.65518662980435,498.7265613869581,4.857570113292219,6.3,4.0,0.0,11.5,15.7,0.29,1
0.7351,7.105413857668526,71.99848009386474,17.234025711851064,1.11347823447025,203.90129884073644,464.19043527287295,4.8087628993301115,4.7,15.8,11.3,0.0,0.0,0.29,1
0.0,9.94111020385239,72.3156505462042,2.6032783912232986,1.1259724784587828,161.15175583522227,577.713523457146,4.815264033557682,6.4,-0.8,7.9,0.0,0.0,0.29,1
0.7717,5.251087255182688,71.53809664638479,26.446962467760223,1.1035549226517567,223.11391627859825,415.9614288425264,4.806455179522341,2.8,26.6,10.7,0.0,0.0,0.29,1
0.937,6.874827918268109,71.66124859045357,18.709125644700304,1.0887054904733606,218.18858479908818,447.1259700017713,4.813615027693053,7.1,17.6,8.3,0.1,0.1,0.29,1
0.7096,6.570032833795885,77.04233501946557,20.6287347210092,1.0842076355866315,20.0,20.0,4.560019990798481,5.6,19.7,5.0,1.0,3.5,0.29,1
-0.6787,7.480300155737013,70.83408808967486,10.296636573160317,1.1260953858176581,243.15024215440394,595.5042102979896,4.87629239426703,8.0,11.5,1.2,9.3,10.7,0.29,1
0.886,7.47658473515375,68.48050449242464,15.110950625791137,1.0809209150838077,217.46767202885349,443.3161475467118,4.810161340111192,5.2,12.4,2.2,0.0,0.0,0.5,1
0.9798,7.771547870908476,69.96143899298625,9.886735081960804,1.2887460236647952,305.840974504903,455.1136180650615,4.8734991149969575,6.0,8.4,0.0,10.6,5.5,0.5,1
0.5719,7.380133656010599,67.30400717083444,13.631597772041797,0.9749100044066052,217.69396797921672,499.6366287447004,4.828308864251608,7.9,12.2,7.5,2.2,6.2,0.5,1
0.7418,8.380943298772525,69.13742248127296,10.680781084477037,1.1387564913184045,201.1690484231567,457.44708600606236,4.803041959167313,3.3,6.7,0.0,0.0,0.0,0.5,1
0.6705,6.611257414026328,68.3446501841314,18.01665706398681,1.1142694024208764,238.48417332875897,436.68695046333096,4.821856251754631,3.5,16.4,0.0,2.9,3.7,0.5,1
0.7096,6.589055601715335,68.18447896929075,18.809308618422723,1.0513399254974916,216.22681636993138,451.94598991346766,4.811753801970254,3.4,17.3,9.7,0.0,0.0,0.5,1
0.7717,7.609968102481195,68.0117312017791,13.431175280678442,1.048001417113011,218.51705524306317,463.07025963883143,4.817113838016218,6.3,10.9,1.5,1.7,4.8,0.5,1
-0.8149,6.232815880528854,66.74764355750455,18.471675370011045,0.9571868277714861,185.83628226537712,575.8992569509142,4.8294749077063015,2.3,19.3,13.2,0.0,0.0,0.5,1
0.9393,5.821835860738291,67.55233130584934,22.447910148807928,0.9803882034199356,231.57177908340418,444.3101442296852,4.820393609016323,5.8,22.2,15.3,0.0,0.0,0.5,1
0.4215,6.920198449146689,67.73817255960192,16.450058720148963,0.9948802152088225,206.38384022116884,503.3128876810242,4.821418431461931,4.9,15.5,15.2,0.0,0.0,0.5,1
0.0,2.8,30.0,19.2,0.3,501.7715235221426,676.2438060296445,5.053687611452583,4.4,19.7,10.2,0.0,0.0,0.5,1
0.8442,10.9,126.0,24.1,2.0,-189.89296959960484,80.50574911921126,0.5,2.9,21.7,14.5,0.0,0.0,0.5,1
0.5106,5.020414880191041,67.37413770143938,26.200967830941003,1.0052193691637905,229.12440885145202,438.9702851684692,4.81640174154298,2.8,26.6,10.7,0.0,0.0,0.5,1
0.0,8.702050997079045,72.11873178466661,7.963745442117872,1.1562768435760233,187.17923685010487,540.2030814062837,4.820785420845111,4.8,5.6,3.5,2.3,3.5,0.29,1
0.8221,7.2164416692865725,71.9599835900461,17.286061118897923,1.129709903582782,212.2458075721504,444.57174462964167,4.808483801073105,6.0,15.5,3.2,0.0,-0.1,0.29,1
0.9755,6.602913251323844,72.35926229550537,20.391053325998453,1.1669407775525968,214.54398959060904,412.1350300936583,4.799386638309235,3.0,18.6,5.6,0.0,0.0,0.29,1
0.7783,6.235843099767507,69.98850284848882,19.77673947112908,0.9622763988602703,203.43579019243361,452.34856341865634,4.804906564467983,7.0,18.9,5.9,2.9,16.0,0.29,1
0.8555,5.8882242317593265,71.84497517786994,23.326986603876527,1.1142694195133114,216.8961365238124,426.11054501378567,4.805457714327869,3.1,22.8,12.2,0.0,0.0,0.29,1
0.5994,6.606181233154203,71.98022234539916,19.571334243390186,1.1259264586972293,203.5675570477208,456.7919381903548,4.805869922649268,2.9,18.5,11.0,0.0,0.0,0.29,1
0.0,7.011170407112388,71.15616692697968,15.772919430759988,1.0903239489112284,201.96302269960574,514.2245774906801,4.822703261168857,4.5,15.2,5.5,2.8,6.3,0.29,1
0.9259,6.785957535046487,71.99912505367257,17.808897961441797,1.13902623501796,225.20388081690567,440.78792078440483,4.815723933444484,4.6,16.5,8.4,3.0,5.7,0.29,1
0.4754,6.558721882736742,71.86955993730326,19.740864467672285,1.1243157190896333,202.3158892303711,462.1874317407546,4.806657391291817,2.8,18.8,9.6,0.0,0.0,0.29,1
0.9624,6.591302111332697,72.1417470412736,20.01075619629488,1.1272618366345313,212.2210411015551,433.15246253322766,4.804599263234055,3.8,18.7,12.0,0.0,0.0,0.29,1
0.5859,6.6405135355930796,71.53933889689407,19.579041920054753,1.100524174906342,213.36934886834956,458.5603628599465,4.813551336350697,5.6,18.8,5.8,0.2,0.1,0.29,1
0.7391,4.2,46.0,19.0,0.9,415.83736261930403,532.1040191161756,4.960831099022457,7.2,17.5,4.6,1.4,3.8,0.29,1
0.0,5.555706341861544,70.90347876382953,23.820072694567692,1.0528869792017161,202.70272519872378,493.5095494431089,4.816753376259068,2.9,24.8,13.5,0.0,0.0,0.29,1
0.9118,6.0,64.0,18.5,0.2,292.3318697928655,469.81555442639547,4.8646985272858965,3.8,21.2,15.2,0.0,0.0,0.29,1
0.5719,6.893178496770153,70.821189449013,17.209883412498595,1.0327642412732931,217.53485091235893,486.6967350251548,4.825636931542775,8.6,16.8,7.1,2.0,5.3,0.29,1
0.734,6.624617442120349,72.03479781397553,17.731297618666407,1.1970263965668408,264.4554508579961,447.4400018502647,4.844648026475781,6.7,17.5,0.4,6.2,5.5,0.29,1
0.296,6.62544707582038,71.12940408550311,18.915791813819997,1.0474865706745824,202.7154099009315,501.86081971246676,4.819950705717418,5.9,18.9,13.0,0.0,-0.1,0.29,1
0.0,5.599971387138755,69.55993954891547,21.709362831776332,0.9621199371046387,193.09979031542002,491.00578614966753,4.809233131235069,3.9,22.0,5.6,3.6,17.0,0.29,1
-0.34,6.361497999232098,70.47815084044325,19.389039720200476,1.0308744943753645,198.46013227334515,535.7349449403396,4.827386041455624,5.5,20.2,7.5,0.8,1.6,0.29,1
0.8619,6.1937809361131615,71.98870776351778,21.650531335495018,1.1132093493646362,211.34909325116064,438.43153570264803,4.805536292553971,3.0,20.9,15.2,0.0,0.0,0.29,1
0.6124,7.252305372101836,71.91018239368101,16.189860155634282,1.097999744861312,198.29063645870497,484.5021074018887,4.811322530688624,4.8,14.9,14.0,0.0,0.0,0.29,1
0.4404,7.354698642791431,71.8208868252825,15.546645772862956,1.0963207880409183,194.1188366943968,497.44996502460117,4.812475690202252,4.7,14.3,12.9,0.0,0.0,0.29,1
0.4588,7.198895524053805,71.62881826621717,16.428809391685835,1.0856134895308145,199.11371425200855,492.26856564182845,4.814400328963268,5.5,15.4,11.1,0.0,0.0,0.29,1
0.6361,8.276749597199338,72.77068345299762,11.433522104204958,1.170652596257339,184.64253226650476,485.0751006063838,4.801794137055142,3.0,8.5,10.9,0.0,0.0,0.29,1
0.6652,8.144554765811531,72.55625973319829,12.001437783360306,1.15492110205758,191.4379778271625,484.70608328233766,4.806502748591141,4.1,9.4,10.4,0.3,0.3,0.29,1
0.6369,8.401693104640316,72.03107222344603,10.484448845456928,1.1184813487793903,202.23085106147641,499.95506016794116,4.819183505594728,7.6,8.2,6.3,1.2,1.7,0.29,1
-0.4215,7.949749470218845,71.60458391051114,12.136243869167433,1.117971135298701,172.22139228176025,551.679333102978,4.8140371417572805,3.3,10.7,4.3,0.0,0.0,0.29,1
0.8316,7.934498597527109,72.79192954712823,13.762224398762346,1.1928006459446188,197.23133381101138,447.0461877558896,4.798497407479518,3.3,10.7,4.3,0.0,0.0,0.29,1
0.7351,20.0,189.0,5.1,0.3,-493.83803699387704,-509.62118560784074,4.108498107238,3.3,5.1,3.8,0.0,0.0,0.29,1
0.0,9.082837393793085,72.98705880625546,6.057778392290334,1.2301812884569934,185.36180571263708,540.39779134418,4.819160859949834,2.5,3.1,5.3,2.6,1.6,0.29,1
0.5859,9.5007307842723,73.53450625048697,5.550441036076325,1.2306163046116652,167.98623535606635,500.1803420164315,4.79487015562998,1.8,1.0,8.5,0.0,0.0,0.29,1
0.636,8.990591744500275,73.3929756583153,8.34800828480633,1.2359432971882622,177.09706920412304,476.6012251613133,4.793665121105097,1.7,4.1,4.8,0.0,0.0,0.29,1
0.4215,8.733456854974175,71.88702030467904,9.334276054532271,1.1090473336469824,190.87054280280358,515.241620817043,4.816332571314091,8.1,6.8,2.8,0.0,-0.1,0.29,1
0.6908,7.2,62.0,9.2,0.9,339.4599202963566,429.234768152196,4.8857053168133024,5.0,8.0,0.2,4.1,3.4,0.29,1
0.6115,8.279166621120275,71.70445808455534,11.099001466032849,1.1067012831869807,213.62122948752244,497.98175650138637,4.826595164302695,9.4,9.2,1.9,1.7,2.0,0.29,1
0.5994,8.22909005743568,72.42839839675534,11.003513195718899,1.1674115499715896,200.58167636477515,485.9254841586471,4.813047115774119,4.7,8.4,5.6,2.0,3.4,0.29,1
0.3182,7.859007374247503,72.01820580013137,11.713418361529936,1.1535782915839228,214.23605484658742,510.20660106114065,4.829961515266331,5.5,10.3,6.0,3.8,4.8,0.29,1
