Sentiment_Score_mean,O2_mg/l_mean,O2_%_mean,T_oC_mean,ZICHT_m_mean,INTTNLETRCCN_nKVE/dl_mean,E_COLI_nKVE/dl_mean,CHLFa_ug/l_blauwalg_mean,FG_mean,TG_mean,SQ_mean,DR_mean,RH_mean,Normalized_Amenities_Score
0.5994,7.601067516559722,74.30058278495113,14.945891997796547,1.1891668974088219,116.57417372494247,371.57288932919494,2.551537764370716,5.174193548387097,13.429032258064517,3.0870967741935487,3.703225806451613,5.274193548387097,0.36
0.38585,5.400000000000001,46.63333333333333,17.863636363636363,1.4,550.0,1208.0,0.675,3.6966666666666654,18.186666666666667,6.510000000000001,1.1133333333333333,2.123333333333333,0.36
0.5789,6.066666666666667,64.5,18.33,1.2166666666666666,31.25,322.5,1.3,4.467741935483871,17.796774193548387,6.754838709677419,1.4806451612903226,3.264516129032258,0.36
0.54235,6.316666666666666,67.0,18.84,1.2166666666666666,51.25,135.0,0.9,5.651612903225806,18.203225806451613,7.061290322580645,1.8806451612903223,3.270967741935484,0.36
0.802,8.85,93.0,20.775,0.72,43.75,252.5,1.2,4.366666666666666,19.273333333333333,11.013333333333332,0.5066666666666666,0.7533333333333333,0.36
0.0,8.683333333333332,81.66666666666667,14.3,1.9666666666666668,15.0,95.0,4.15,4.199999999999999,13.34516129032258,8.287096774193548,0.7032258064516128,1.216129032258065,0.36
0.48829951650848674,10.816666666666668,91.83333333333331,8.616666666666665,1.45,99.54467305231965,300.6188303691907,6.8,4.866666666666666,8.886666666666667,6.746666666666667,1.856666666666667,2.19,0.36
0.7425,11.516666666666667,92.83333333333331,6.616666666666667,2.15,97.58395685651281,293.68383750489284,5.4,5.874193548387097,7.003225806451613,3.970967741935484,3.458064516129032,3.2516129032258063,0.36
0.4923708307362871,7.1000000000000005,58.142857142857146,7.214285714285714,1.3666666666666665,124.08097262796409,402.3148229265505,0.4,4.867741935483871,4.241935483870968,2.238709677419355,2.661290322580645,2.441935483870968,0.36
0.7269,7.657142857142857,70.28571428571429,11.485714285714284,2.2,117.81337083349243,376.5596886949747,0.5,5.366666666666666,8.83,3.143333333333333,3.0133333333333336,3.65,0.36
0.9359,4.714285714285714,43.71428571428572,12.257142857142858,1.933333333333333,139.70334457687747,463.53308688148445,0.9666666666666668,4.464516129032258,13.45483870967742,4.761290322580645,1.164516129032258,1.8193548387096767,0.36
0.8172,4.628571428571429,49.0,17.063636363636363,1.342857142857143,47.5,140.0,3.7,3.4833333333333334,15.413333333333332,6.36,2.4566666666666666,5.263333333333334,0.36
0.64785,5.2714285714285705,57.42857142857143,19.21818181818182,1.0714285714285714,20.0,80.0,0.98,3.52258064516129,20.29032258064516,8.925806451612903,0.2741935483870967,1.425806451612903,0.36
0.3953,6.485714285714287,67.14285714285714,18.30909090909091,1.1428571428571428,31.25,222.5,2.8200000000000003,3.97741935483871,18.751612903225805,8.470967741935485,0.5870967741935483,1.135483870967742,0.36
0.5859,8.114285714285714,79.14285714285714,16.681818181818183,1.4285714285714286,17.5,95.0,0.68,4.153333333333333,17.063333333333333,9.636666666666668,1.1133333333333333,2.52,0.36
0.6027333333333333,10.414285714285716,96.71428571428572,14.009090909090911,1.2285714285714284,27.5,37.5,0.78,4.280645161290322,13.98709677419355,8.319354838709677,0.732258064516129,1.6483870967741936,0.36
0.4215,11.257142857142858,97.28571428571428,10.31111111111111,1.2600000000000002,77.5,32.5,0.5,5.423333333333333,9.663333333333332,7.643333333333333,1.1900000000000002,1.356666666666667,0.36
0.0,12.1,95.0,5.728571428571428,1.9666666666666663,96.4852390992595,292.0824759161487,0.5666666666666667,4.112903225806452,7.745161290322581,8.438709677419356,0.767741935483871,0.7290322580645162,0.36
0.2294,10.6,84.42857142857143,6.242857142857143,1.7,103.96015334406363,319.4485726909333,5.0,8.289285714285715,6.889285714285714,4.121428571428572,2.8714285714285714,3.657142857142857,0.36
