name,Cluster,PC1,PC2
Park de Oeverlanden,0,1.6552104649819412,-0.3713043470995706
Park de Oeverlanden,0,2.1132060195614324,-0.6958965845985842
Park de Oeverlanden,0,1.8011181688942615,-1.210651657601691
Park de Oeverlanden,7,2.1292524615173414,-0.7818624128183445
Park de Oeverlanden,0,1.460179477048406,-0.47145546224304014
Park de Oeverlanden,0,1.4540314211530758,-0.5376549824177111
Park de Oeverlanden,0,0.8446994311264161,-0.2721999246946287
Park de Oeverlanden,3,-0.16210668934101027,0.05010119651898897
Park de Oeverlanden,0,0.3572306670831403,-1.176412207168481e-05
Park de Oeverlanden,3,-1.3604610603890603,-0.23778414155811364
Park de Oeverlanden,7,0.5087729389583803,-0.3034445080118655
Park de Oeverlanden,4,2.191586890413559,-0.9602341644480354
Park de Oeverlanden,4,1.4360689050629944,-0.7873584160326831
Park de Oeverlanden,3,-1.4259696521760128,0.49013908111054777
Park de Oeverlanden,3,-1.4723408654670476,0.5196667082056315
Park de Oeverlanden,3,-1.4096137425063338,0.5545696752057768
Park de Oeverlanden,3,-1.392662001798526,0.5437753775648848
Park de Oeverlanden,3,-0.6827510661068176,0.15821517351112507
Park de Oeverlanden,3,-0.42146781209550244,0.058644370750003866
Park de Oeverlanden,3,-2.530455070792303,-0.6941698032009599
Park de Oeverlanden,3,-2.083736303617635,0.11481441831328772
Park de Oeverlanden,3,-2.392198113939694,0.7506128947698327
Park de Oeverlanden,3,-2.4010057280364796,0.7562212868344333
Park de Oeverlanden,3,-1.8081881789648688,0.6237424408377136
Park de Oeverlanden,3,-1.8510523869739868,0.651036925066014
Park de Oeverlanden,3,-1.6298222398286555,0.5598649475509401
Park de Oeverlanden,3,-1.4385984998040835,0.5244848292500238
Park de Oeverlanden,3,-1.6878906153594664,0.5564355276125535
Park de Oeverlanden,3,-2.808495527539335,0.908801178998957
Park de Oeverlanden,3,-3.049408309919401,1.0081468912177174
Park de Oeverlanden,3,-2.9336527940238435,0.9324199555574939
Park de Oeverlanden,3,-1.8279855851134768,0.5809610488120566
Park de Oeverlanden,3,-1.8279855851134768,0.5809610488120566
Park de Oeverlanden,3,-1.2979628947783344,0.4672036701313341
Park de Oeverlanden,3,-0.879432812496457,0.3058021647640308
Park de Oeverlanden,3,-0.6721961028861376,0.252145021013478
Park de Oeverlanden,3,-1.9892365682875264,0.7112356977503481
Park de Oeverlanden,3,-0.7030604814242187,0.3080287225298894
Park de Oeverlanden,4,1.028660781937374,-0.5388626204041883
Park de Oeverlanden,3,-2.006171482817306,0.5869987163510526
Park de Oeverlanden,3,-3.7320785086900865,1.1764901546681248
Park de Oeverlanden,3,-2.8268342686546113,0.9275978553481203
Park de Oeverlanden,3,-3.321811669283357,0.22747909719085543
Park de Oeverlanden,3,0.07747871585174969,-0.06928000759066422
Park de Oeverlanden,3,-2.158132027769608,-0.10884334854791866
Park de Oeverlanden,3,-1.6368454562353842,0.5354595941927878
Park de Oeverlanden,3,-1.8352830598174334,0.6254198652525693
Park de Oeverlanden,3,-0.8381664621146777,0.3577636281661517
Park de Oeverlanden,3,-0.4317409534492727,0.14333638280592265
Park de Oeverlanden,3,0.4337237838631028,-0.18994228745533626
Park de Oeverlanden,3,-1.5097240600813424,0.5323600510450474
Park de Oeverlanden,3,-0.5351442431034279,0.123050755952981
Park de Oeverlanden,3,-0.5332375653467039,0.15972757025652595
Park de Oeverlanden,3,-1.5063505815638907,-0.24605677718423088
Park de Oeverlanden,3,-0.015670423797447753,0.10677647553087598
Park de Oeverlanden,3,0.06441758330774493,-0.04262434462816842
Park de Oeverlanden,3,-0.22431061652105946,0.10013443325295879
Park de Oeverlanden,7,2.411216258826786,-0.9211087064040996
Park de Oeverlanden,0,3.0107258225569433,-1.7698134936800702
Park de Oeverlanden,0,0.6302594160532571,-0.09703607129681993
Park de Oeverlanden,0,0.29456508565054157,-0.032319527695022596
Park de Oeverlanden,0,2.306536866609577,-0.6954007519922136
Park de Oeverlanden,0,0.9832486540896394,-0.2860427508812707
Park de Oeverlanden,3,0.28825426478098415,-0.07013961049274403
Park de Oeverlanden,0,0.8935990139937682,-0.27047303309860715
Park de Oeverlanden,0,1.3038378360768894,-0.3400444581839902
Park de Oeverlanden,0,1.53451009091035,-0.36688061456551463
Park de Oeverlanden,0,1.5609766796283484,-0.38373364701129353
Park de Oeverlanden,7,3.436454779189911,-1.4312438850230147
Park de Oeverlanden,0,2.3299847270093297,-0.6034061121839781
Park de Oeverlanden,0,1.9440800540561554,-0.5252651594033334
Park de Oeverlanden,7,1.7314401039497904,-1.33887237443932
Park de Oeverlanden,0,2.932359108897084,-0.9260591465684428
Park de Oeverlanden,0,1.377067935339909,-0.3180550780463773
Park de Oeverlanden,0,1.0936894682751988,-0.26797838559964116
Park de Oeverlanden,0,0.9941702859390829,-0.21551399324090223
Park de Oeverlanden,0,1.666311002358543,-0.587341480404639
Park de Oeverlanden,0,1.711709707643296,-0.49100642680765966
Park de Oeverlanden,7,1.8357520180482783,-0.7531269773620274
Park de Oeverlanden,3,-0.568362000738381,0.22886093608869898
Park de Oeverlanden,3,-0.8617253247297061,0.2980061719394911
Park de Oeverlanden,3,-0.9024650995248452,0.3063314969892707
Park de Oeverlanden,3,-0.4929947639999368,0.23635449292481978
Park de Oeverlanden,3,-2.416711416554336,0.3407361000411748
Park de Oeverlanden,3,-2.416711468358396,0.34073594824051456
Park de Oeverlanden,3,0.12823635440827647,-0.03092421074155765
Park de Oeverlanden,3,-0.23724848595668618,0.05809228510929267
Park de Oeverlanden,3,-0.6621040713213686,0.24853734964465538
Park de Oeverlanden,3,-0.34764763491355327,-0.04621433245981499
Park de Oeverlanden,3,0.03841518622383165,-0.003622153523263161
Park de Oeverlanden,7,0.7237130652328562,-0.3001240100818063
Park de Oeverlanden,3,-1.2622111346668903,0.36550746702049935
Park de Oeverlanden,3,-1.2769609718505028,0.3748996666452405
Park de Oeverlanden,3,-0.746898794153108,0.2370512555058126
Park de Oeverlanden,3,-1.280880743957594,0.47208571665814125
Park de Oeverlanden,3,-1.2841691861147455,0.47699987532893395
Park de Oeverlanden,4,-0.3372691768275208,-0.2733153071716613
Park de Oeverlanden,3,-0.29800759701411744,0.18511192983182811
Park de Oeverlanden,3,0.03758794125540248,-0.16189360056408583
Park de Oeverlanden,3,-1.2230177094091266,0.3470891981839349
Park de Oeverlanden,3,-1.0930600274054756,0.3733429937578005
Park de Oeverlanden,3,-1.0930600274054756,0.3733429937578005
Park de Oeverlanden,3,-1.3897400227266563,0.5023942143271706
Park de Oeverlanden,3,-2.062124043147031,0.6727895058596488
Park de Oeverlanden,3,-1.9418797528471603,0.631519460549361
Park de Oeverlanden,3,-1.9799245627453732,0.6557451143515852
Park de Oeverlanden,3,-1.0896031581348005,0.35217645962162963
Park de Oeverlanden,3,-0.6293025484472201,0.22578139825849217
Park de Oeverlanden,3,-0.5250241226528942,0.09402773008872217
Park de Oeverlanden,3,-0.4958890018492806,0.07547546627237726
Park de Oeverlanden,3,-0.06898956175981873,-0.07623095470614466
Park de Oeverlanden,3,-0.051687849630945415,-0.08724810236284762
Park de Oeverlanden,3,-0.9150049962043383,0.3427408835221977
Park de Oeverlanden,3,-0.850996681505909,0.3019825441719256
Park de Oeverlanden,3,-0.8251010174492532,0.2999559387311679
Park de Oeverlanden,3,-1.479476956150796,0.5333516260480341
Park de Oeverlanden,3,-0.23739715946398257,0.10054978311506778
Park de Oeverlanden,4,2.176277633535186,-0.9073098931188074
Park de Oeverlanden,4,2.1964155723889345,-0.9201330544453193
Park de Oeverlanden,3,-2.0850477869150787,0.6537126630210883
Park de Oeverlanden,3,-1.7235802931666735,0.6229963757200827
Park de Oeverlanden,3,-0.7648176443700713,0.24523667578886196
Park de Oeverlanden,3,-0.9906742103266838,0.3558891193169797
Park de Oeverlanden,3,-2.979659667344736,0.020563109717384266
Park de Oeverlanden,3,-2.9796599406526734,0.020562308847235786
Park de Oeverlanden,0,1.1482737161939547,-0.39157169867126046
Park de Oeverlanden,3,-0.05138580489122082,0.06633096709340228
Park de Oeverlanden,3,0.011699318971892636,0.019026315098534842
Park de Oeverlanden,3,-0.09145867777705312,0.10040152472229345
Park de Oeverlanden,3,0.4091235062874007,-0.04936626111117056
Park de Oeverlanden,3,0.058742166286148256,-0.05304961320230239
Park de Oeverlanden,0,1.1071138640472808,-0.2837959055017333
Park de Oeverlanden,0,2.250075004771742,-0.7134208435753829
Park de Oeverlanden,0,0.6867287089798585,-0.19591158836281505
Park de Oeverlanden,0,0.27231230886026114,-0.03790860248683556
Park de Oeverlanden,0,0.21466909938244233,-0.0012033477991422747
Park de Oeverlanden,0,0.7581296253061172,-0.18160174329377796
Park de Oeverlanden,0,0.7902395031887758,-0.2020482322445244
Park de Oeverlanden,0,0.7902395031887758,-0.2020482322445244
Park de Oeverlanden,0,1.4294918950417745,-0.3720996191727432
Park de Oeverlanden,0,1.4431699447483746,-0.3808093406240599
Park de Oeverlanden,0,0.7973046526085542,-0.1842687943024166
Park de Oeverlanden,0,1.032843278089148,-0.24780823730468046
Park de Oeverlanden,0,0.5221991513404036,-0.05882843735103143
Park de Oeverlanden,0,1.468534464322829,-1.050775375536996
Park de Oeverlanden,0,2.2923022267195323,-0.578411615402638
Park de Oeverlanden,0,0.4338578599432054,-0.06583908628319264
Park de Oeverlanden,0,3.2810045802444585,-0.9092039741363228
Park de Oeverlanden,0,5.0895033116483575,-1.6190420894498594
Park de Oeverlanden,0,3.524811450663853,-1.1496039928225334
Park de Oeverlanden,0,2.532628389817555,-0.6766044616762675
Park de Oeverlanden,0,2.4802545123166686,-0.6238204315455069
Park de Oeverlanden,0,3.045634091356898,-0.956532959178273
Park de Oeverlanden,7,1.9641535980797489,-0.7529714621583609
Park de Oeverlanden,7,1.9641535980797489,-0.7529714621583609
Park de Oeverlanden,0,1.8943666350916857,-1.1668600152092201
Park de Oeverlanden,0,1.9247421520494898,-0.5399175395834661
Park de Oeverlanden,0,0.8283801631346188,-0.1357243446736385
Park de Oeverlanden,0,1.01192331733778,-0.23427023356116777
Park de Oeverlanden,0,0.7048032926804232,-0.16849929994827542
Park de Oeverlanden,0,0.6549726316350171,-0.1319709423438568
Park de Oeverlanden,3,0.7478866917407683,-0.3315620231618871
Park de Oeverlanden,7,1.5323989599699916,-0.6121566643713644
Park de Oeverlanden,3,0.47216876078378894,-0.19015906964891657
Park de Oeverlanden,4,0.8524010051765541,-0.6686773104971607
Park de Oeverlanden,3,-1.2500559107700633,0.48765256637502524
Park de Oeverlanden,3,-0.7902112993996265,0.272738001142435
Park de Oeverlanden,3,-0.7885053303414202,0.2415899593801265
Park de Oeverlanden,3,-2.450600737445258,0.8446762374244464
Park de Oeverlanden,3,0.03541062056972542,-0.008819066840334623
Park de Oeverlanden,3,-0.3450326083905353,0.1750243448056188
Park de Oeverlanden,3,0.10066935279889312,-0.024020401012785342
Park de Oeverlanden,3,-0.20085353031653064,-0.026907644796722346
Park de Oeverlanden,7,0.21954726134613803,-0.26889929739613144
Park de Oeverlanden,3,-1.7264242487628156,0.5306142986467264
Park de Oeverlanden,3,-1.8682480595693383,0.6101274155104182
Park de Oeverlanden,3,-3.192906743676764,1.0286313689231459
Park de Oeverlanden,3,-2.715140485870731,0.8293892355523139
Park de Oeverlanden,3,-2.73929580499545,0.8447705293520007
Park de Oeverlanden,3,-3.1446896421915516,0.9933219992297753
Park de Oeverlanden,3,-0.5473400870138335,0.1746513772379285
Park de Oeverlanden,3,-0.9380497172318719,0.32135390364615696
Park de Oeverlanden,3,-0.9250789014386721,0.3130945249351279
Park de Oeverlanden,3,-0.7942218840596548,0.26619476707641954
Park de Oeverlanden,3,-1.0153191492918616,0.3711551219367659
Park de Oeverlanden,3,-1.031304552729874,0.3561543143990388
Park de Oeverlanden,3,-1.009123940632306,0.3715396334113565
Park de Oeverlanden,3,-0.9744621878043849,0.3494681964286476
Park de Oeverlanden,7,0.06659906128238074,-0.187722584850437
Park de Oeverlanden,3,-2.614509440054107,-0.21479799542206202
Park de Oeverlanden,7,1.0255896020440536,-0.5479781176884905
Park de Oeverlanden,3,-0.7347710562906903,0.12960059638321697
Park de Oeverlanden,3,-0.7180015923646869,0.118922366458895
Park de Oeverlanden,3,-2.181922216140701,0.5451999484183422
Park de Oeverlanden,3,-2.1784297930013294,0.5429760909688847
Park de Oeverlanden,3,-2.1765705698269255,0.541792200259883
Park de Oeverlanden,3,-1.2093013088858444,0.40568810408546363
Park de Oeverlanden,3,-1.6071507202827513,0.5162340149496017
Park de Oeverlanden,3,-1.130267212908506,0.40828327899698685
Park de Oeverlanden,3,-0.8235530291490677,0.3267858474858634
Park de Oeverlanden,3,-1.4690998640943536,0.44915432644882264
Park de Oeverlanden,3,-0.926658316836337,0.1300302345240773
Park de Oeverlanden,3,0.1513709956079434,-0.10444811767530256
Park de Oeverlanden,3,-0.14097791734762655,0.12311997179626123
Park de Oeverlanden,3,-0.449548490666972,0.2805315936668904
Park de Oeverlanden,3,-1.2371087434723693,0.3636376925890919
Park de Oeverlanden,3,-1.4598862462397735,0.4511479163667453
Park de Oeverlanden,3,0.04668685103907407,-0.13113878781455224
Park de Oeverlanden,3,-0.011882324490308929,-0.09384390912668898
Park de Oeverlanden,3,-2.0467264028972374,0.7010803736221886
Park de Oeverlanden,3,-2.0799882700409027,0.7222604105416496
Park de Oeverlanden,3,-2.0772541183138373,0.7205193947931177
Park de Oeverlanden,0,0.8879790685179574,-0.21798450756058838
Park de Oeverlanden,0,1.3894136767592402,-0.48303439769594675
Park de Oeverlanden,0,1.434803679906947,-0.36977191602821674
Park de Oeverlanden,0,1.3710986737811865,-0.431490168725783
Park de Oeverlanden,0,1.3273959925757661,-0.40366177300126693
Park de Oeverlanden,7,1.8299695270546528,-0.7298686642385626
Park de Oeverlanden,4,4.105162526429007,-1.6597241172956292
Park de Oeverlanden,4,3.6646835428064586,-1.3069271439452577
Park de Oeverlanden,0,2.2383545359792394,-0.7697842854513913
Park de Oeverlanden,4,3.713389819089453,-1.382977947998881
Park de Oeverlanden,0,3.0317599817838614,-1.0622626314567736
Park de Oeverlanden,7,3.280489262943549,-1.2803215034508841
Park de Oeverlanden,0,1.75307127119546,-0.5253179112899808
Park de Oeverlanden,7,1.7357351132224899,-0.6143844315796997
Park de Oeverlanden,0,2.048234111942451,-0.51217836580264
Park de Oeverlanden,0,2.0820938469304324,-0.5337391048324466
Park de Oeverlanden,0,2.374627457369627,-0.7786011341355372
Park de Oeverlanden,0,1.8844745545282506,-0.6087506936095473
Park de Oeverlanden,0,2.305189968090498,-0.7764119037009108
Park de Oeverlanden,0,1.549243134672778,-0.4314150500072533
Park de Oeverlanden,7,3.2882832633465244,-1.2142564427987999
Park de Oeverlanden,0,1.6439792437572396,-0.5281597143448196
Park de Oeverlanden,4,4.007445708500933,-1.5864390660279755
Park de Oeverlanden,0,2.5798380759825488,-0.7525982504250067
Park de Oeverlanden,0,0.06770130040871783,-0.9006588924333917
Park de Oeverlanden,0,0.06770127763495218,-0.9006589591670154
Park de Oeverlanden,0,1.6981455162405947,-0.4078884931948944
Park de Oeverlanden,3,-0.4175342138079055,-0.7267631128011932
Park de Oeverlanden,0,0.9415257175299132,-0.22756724093120959
Park de Oeverlanden,4,1.682604685585913,-0.6568384237569037
Park de Oeverlanden,4,1.6997387030755249,-0.6677487891143639
Park de Oeverlanden,7,1.0893825507232198,-0.45160216368584155
Park de Oeverlanden,3,0.36003760228803344,-0.0859616508545905
Park de Oeverlanden,4,3.03620399673677,-1.2035633865785582
Park de Oeverlanden,0,0.8610912042254925,-0.2705029557692216
Park de Oeverlanden,4,1.2023537140285436,-0.5763702623738315
Park de Oeverlanden,7,0.880606754972776,-0.47020007837316685
Park de Oeverlanden,3,-0.9377437124489296,0.3113258250553091
Park de Oeverlanden,3,-0.10221586939877819,0.11166042168471098
Park de Oeverlanden,3,-0.5112027881077347,0.1986683955956384
Park de Oeverlanden,3,-0.9688928810643832,0.40418718546473015
Park de Oeverlanden,7,0.6974007144153044,-0.3073289500798725
Park de Oeverlanden,7,0.6965330769339159,-0.30677646774900547
Park de Oeverlanden,7,0.7192083085903817,-0.32121529169015445
Park de Oeverlanden,3,-0.46701305349290956,0.13830398822133586
Park de Oeverlanden,3,-0.4596490715080131,0.13361485247196006
Park de Oeverlanden,3,-0.6317281424850922,0.20565989598711037
Park de Oeverlanden,3,-0.5900305058795238,0.17910824514484922
Park de Oeverlanden,3,-1.6176558358927233,0.509849750941871
Park de Oeverlanden,3,-1.1201599655397871,0.3869849479964462
Park de Oeverlanden,3,-1.5725395321407485,0.5312415348519893
Park de Oeverlanden,3,-2.8432980221087107,0.9178194057663553
Park de Oeverlanden,3,-2.437135646338303,0.8212503662585429
Park de Oeverlanden,3,-1.8177951053142443,0.650506536123593
Park de Oeverlanden,3,-1.7854008756519686,0.6298789815349999
Park de Oeverlanden,3,-0.06413457144449329,-0.04592388545818097
Park de Oeverlanden,3,0.2949541588189276,-0.20586661446218613
Park de Oeverlanden,3,-1.4284067141213448,-0.5900694940450963
Park de Oeverlanden,3,-0.44225950365567873,0.07933400340923313
Park de Oeverlanden,3,-0.38801004591672167,-0.06875658823545952
Park de Oeverlanden,3,-0.38937347624461943,-0.06788840171552601
Park de Oeverlanden,3,-0.3070585854135419,0.006413447310388728
Park de Oeverlanden,3,-1.4505489650938723,0.4690661394231952
Park de Oeverlanden,3,-1.3929057556160522,0.43236088473550227
Park de Oeverlanden,3,-1.4126937230487382,0.4449611960462019
Park de Oeverlanden,3,-1.0828595864274593,0.255260569397323
Park de Oeverlanden,3,-1.1766689909632895,0.35835729564666635
Park de Oeverlanden,3,-1.4857026569540608,0.5306247505583565
Park de Oeverlanden,4,0.1754477960821079,-0.34969358729226563
Park de Oeverlanden,3,-1.9227573391004504,0.6478380342513173
Park de Oeverlanden,3,-1.9347438602719074,0.6554706472928761
Park de Oeverlanden,3,-0.9551181197176607,0.3279195616188983
Park de Oeverlanden,3,-1.9428200958923592,0.626731845079828
Park de Oeverlanden,3,-1.9428200958923592,0.626731845079828
Park de Oeverlanden,3,-2.0079585266379754,0.6682098042728276
Park de Oeverlanden,3,-2.9055360493408013,0.8405108905151459
Park de Oeverlanden,3,-3.797459863023742,1.2150217467061166
Park de Oeverlanden,3,-3.772006733212577,1.1988140507644607
Park de Oeverlanden,3,-3.8082798127916493,1.2219115263616362
Park de Oeverlanden,3,-3.811167077015432,1.223750038992085
Park de Oeverlanden,3,-3.7611940745159416,1.1919289138176035
