name,Location_Unique,Lat,Long,Status,review_datetime_utc,Sentiment_Score_mean,Sentiment_Score_median,Sentiment_Score_std,review_rating_mean,review_rating_median,review_rating_std
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2023-08-01,0.326975,0.43095,0.41543852894662203,4.813953488372093,5.0,0.4501753073070202
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2023-07-01,0.6211727272727273,0.5859,0.18973472054902915,4.548387096774194,5.0,0.6752140242135256
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2023-06-01,0.5774842105263158,0.6908,0.3467187240772137,4.634146341463414,5.0,0.5812098399449036
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2023-05-01,0.3474285714285714,0.50105,0.39774803084862165,4.358974358974359,5.0,1.063439788392254
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2023-04-01,0.50197,0.5439,0.3453276513367816,4.6923076923076925,5.0,0.5491251783869152
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2023-03-01,0.7201333333333334,0.7385,0.11267831793798364,4.75,5.0,0.45226701686664544
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2023-02-01,0.4967,0.4967,0.10634885989045673,4.714285714285714,5.0,0.7559289460184546
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2023-01-01,0.51191,0.5991500000000001,0.3346760836988505,4.533333333333333,5.0,0.8338093878327917
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-12-01,0.25771666666666665,0.37985,0.42901394577177404,4.571428571428571,5.0,0.8516306272526402
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-11-01,0.6328142857142858,0.7964,0.3294540809104835,4.470588235294118,5.0,1.007326105267277
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-10-01,0.49434000000000006,0.5994,0.15105551297453532,4.647058823529412,5.0,0.6063390625908321
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-09-01,0.555325,0.5784,0.25655837403155307,4.619047619047619,5.0,0.5895922723535711
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-08-01,0.5564888888888889,0.6124,0.26462562916526267,4.7,5.0,0.5712405705774795
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-07-01,0.4155166666666667,0.5199,0.38408006673956235,4.9,5.0,0.316227766016838
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-06-01,0.4215,0.4215,0.0,4.777777777777778,5.0,0.6666666666666669
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-04-01,0.45065,0.45065,0.6373153418834353,5.0,5.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-03-01,0.5653,0.5994,0.22051622389293718,5.0,5.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-02-01,0.597575,0.65185,0.21817155902332155,4.6,5.0,0.5477225575051662
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2022-01-01,0.2377,0.2377,0.33615856377608466,4.666666666666667,5.0,0.5773502691896258
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-12-01,0.5994,0.5994,0.0,4.666666666666667,5.0,0.5773502691896257
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-11-01,0.5863,0.6801999999999999,0.2716430500982248,4.666666666666667,5.0,0.5163977794943221
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-10-01,0.5281750000000001,0.6451,0.36382959724757596,5.0,5.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-09-01,0.6667666666666666,0.6588,0.18837857494948837,4.166666666666667,4.5,1.1504474832710558
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-08-01,0.7232285714285714,0.7645,0.21549889183230708,4.842105263157895,5.0,0.3746343246326779
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-07-01,0.32785,0.44845,0.3930837388067404,4.647058823529412,5.0,0.6063390625908325
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-06-01,0.3648166666666666,0.56585,0.42106361237545414,4.2,4.0,0.8618916073713346
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-05-01,0.7730666666666667,0.7825,0.05931528751791842,4.5,4.5,0.5270462766947299
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-04-01,0.281,0.4355,0.4569278849008889,4.642857142857143,5.0,0.4972451580988469
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-03-01,0.44483333333333336,0.5994,0.39116638829701783,4.7272727272727275,5.0,0.6466697906828633
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-02-01,0.4143833333333333,0.4404,0.3607080282814158,4.2,5.0,1.1352924243950935
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2021-01-01,0.27573333333333333,0.2023,0.31885630514909585,5.0,5.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-12-01,0.2997,0.2997,0.3460637513522617,4.5,5.0,0.9718253158075499
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-11-01,0.7102,0.7964,0.19623752189629792,4.545454545454546,5.0,0.6875516509523286
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-10-01,0.5994,0.5994,0.0,5.0,5.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-09-01,0.18645,0.148,0.32164349312035934,4.25,4.0,0.7071067811865476
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-08-01,0.28044444444444444,0.552,0.43594202341340965,4.764705882352941,5.0,0.6642111641550716
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-07-01,0.70175,0.6451,0.1698807130508542,4.666666666666667,5.0,0.5163977794943222
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-06-01,0.6990500000000001,0.65785,0.1751104127876657,4.25,5.0,1.3887301496588271
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-05-01,0.21097500000000002,0.21075,0.44845475710116695,3.5714285714285716,3.0,1.511857892036909
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-04-01,-0.1174,-0.1174,0.0,3.0,3.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-03-01,0.8834,0.8834,0.0,5.0,5.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-02-01,,,,4.333333333333333,4.0,0.7071067811865475
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2020-01-01,0.5153285714285715,0.5994,0.2633110436618368,4.8,5.0,0.4140393356054127
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-12-01,0.7717,0.7717,0.0,4.5,5.0,0.7071067811865475
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-11-01,0.4425909090909091,0.5719,0.42579575492140703,4.703703703703703,5.0,0.7240279857964914
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-10-01,0.5111625000000001,0.5994,0.3352182907385159,4.52,5.0,0.677329690921697
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-09-01,0.4957848484848485,0.5719,0.3059053122712281,4.586956521739131,5.0,0.6139795234628961
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-08-01,0.4456791666666667,0.5175000000000001,0.34498311026084777,4.508064516129032,5.0,0.7703443189818232
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-07-01,0.5251897435897436,0.5994,0.3326126930474066,4.475247524752476,5.0,0.8196835902461461
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-06-01,0.5593282051282051,0.5994,0.3085252458737056,4.58252427184466,5.0,0.551722291692297
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-05-01,0.6318578947368421,0.7003,0.2967291213581645,4.615384615384615,5.0,0.6310230148329525
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-04-01,0.5309320000000001,0.5994,0.3006640092085073,4.5,5.0,0.6658800390574074
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-03-01,0.5859,0.5859,0.0,4.545454545454546,5.0,0.9341987329938275
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-02-01,0.09236666666666665,0.296,0.4656369866466079,4.6,5.0,0.5477225575051661
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2019-01-01,0.6546500000000001,0.6474500000000001,0.052488125641266085,4.0,4.0,1.1832159566199232
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2018-12-01,0.5074,0.5859,0.31764782385528795,4.125,4.0,0.8345229603962804
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2018-11-01,0.5701333333333333,0.5106,0.18570062825239264,4.833333333333333,5.0,0.38924947208076144
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2018-10-01,0.514,0.514,0.44081036739169366,4.636363636363637,5.0,0.6741998624632421
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2018-09-01,0.564175,0.61165,0.28218581791672903,4.769230769230769,5.0,0.4385290096535146
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2018-08-01,0.49121428571428577,0.5859,0.2378859070266769,4.371428571428571,5.0,0.87735277919413
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2018-07-01,0.6201266666666666,0.7003,0.2981415183304414,4.5,5.0,0.7259662712736914
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2018-06-01,0.5378333333333334,0.7959,0.4659036846101706,4.555555555555555,5.0,0.7264831572567789
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2018-05-01,0.5979666666666666,0.5859,0.03375815950749292,4.888888888888889,5.0,0.3333333333333334
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2018-04-01,0.80525,0.80525,0.04886107857999039,4.6,5.0,0.547722557505166
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2018-03-01,0.7906,0.7906,0.0,5.0,5.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2017-08-01,0.3953,0.3953,0.5590386212060845,4.5,4.5,0.7071067811865476
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2017-07-01,,,,5.0,5.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2017-04-01,,,,5.0,5.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2017-03-01,0.7717,0.7717,0.0,4.0,4.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2017-02-01,,,,4.0,4.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2017-01-01,0.4767,0.4767,0.0,4.0,4.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2016-12-01,,,,5.0,5.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2016-10-01,,,,4.0,4.0,0.0
Sloterplas,Sloterplas,52.3650133,4.814011,unofficial,2016-09-01,0.6705,0.6705,0.0,4.0,4.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2023-10-01,0.765,0.765,0.0,5.0,5.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2023-09-01,0.4229,0.4229,0.4170515795438257,4.75,5.0,0.5
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2023-08-01,0.5994,0.5994,0.0,4.5,5.0,1.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2023-07-01,0.4404,0.4404,0.0,4.0,4.0,1.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2023-06-01,0.6753999999999999,0.5859,0.16728941986868148,4.833333333333333,5.0,0.408248290463863
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2023-05-01,0.44845,0.44845,0.03811305550595494,4.0,4.0,1.1547005383792515
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2023-04-01,,,,4.5,4.5,0.7071067811865476
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2023-03-01,0.4019,0.4019,0.0,4.0,4.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2022-11-01,,,,5.0,5.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2022-10-01,0.4215,0.4215,0.0,4.0,4.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2022-09-01,0.6936,0.6811499999999999,0.24928466993914145,4.2,5.0,1.3038404810405297
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2022-08-01,0.6974600000000001,0.6249,0.21092587086462392,4.7,5.0,0.4830458915396479
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2022-07-01,0.57916,0.6571,0.17559049803448934,4.5,5.0,0.7595545253127499
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2022-06-01,0.6378,0.6378,0.17988796513385766,4.8,5.0,0.44721359549995787
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2022-05-01,0.539175,0.6133500000000001,0.4403093486402486,4.875,5.0,0.3535533905932738
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2022-04-01,0.7177,0.7177,0.0,5.0,5.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2022-03-01,0.62635,0.62635,0.07700392847121502,5.0,5.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2022-02-01,0.0,0.0,0.0,4.0,4.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2021-12-01,-0.1901,-0.1901,0.0,4.0,4.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2021-09-01,0.5025,0.5025,0.4941262186931594,4.0,4.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2021-08-01,0.9299999999999999,0.9299999999999999,0.020788939366884446,4.0,4.5,1.4142135623730951
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2021-07-01,0.72375,0.72375,0.1758574564810943,4.555555555555555,5.0,0.5270462766947299
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2021-06-01,0.54325,0.6686000000000001,0.2732958365685696,4.666666666666667,5.0,0.4923659639173309
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2021-05-01,0.47240000000000004,0.5994,0.3178670162190472,4.833333333333333,5.0,0.40824829046386313
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2021-04-01,0.16683333333333336,0.5994,0.8693987251735152,4.5,4.5,0.5773502691896257
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2021-03-01,,,,5.0,5.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2021-02-01,0.5419,0.5419,0.09404520189781085,5.0,5.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2021-01-01,0.6587666666666666,0.6808,0.06472652727694682,4.333333333333333,4.5,0.8164965809277259
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2020-11-01,0.9124,0.9124,0.0,5.0,5.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2020-10-01,,,,5.0,5.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2020-09-01,0.4753,0.4753,0.0,4.0,4.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2020-08-01,0.5823,0.5994,0.06486316366012372,4.625,5.0,0.5175491695067655
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2020-07-01,0.5404333333333333,0.4215,0.20599857604685848,3.6,4.0,1.6733200530681511
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2020-06-01,0.4967,0.4967,0.10634885989045673,3.0,3.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2020-05-01,0.46014999999999995,0.46014999999999995,0.2321431562635435,4.0,4.0,1.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2020-03-01,,,,1.0,1.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2020-02-01,,,,3.6666666666666665,3.0,1.1547005383792515
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2020-01-01,0.4033,0.4033,0.15174511524263318,4.166666666666667,5.0,1.3291601358251257
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-12-01,,,,4.0,4.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-11-01,,,,2.0,2.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-10-01,0.1574,0.1574,0.9192388155425117,4.0,4.0,1.1547005383792515
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-09-01,0.6079333333333333,0.5707,0.2075698516965634,4.5,5.0,0.7559289460184544
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-08-01,0.43496250000000003,0.43095,0.2739161025752228,4.260869565217392,4.0,0.8100163468803816
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-07-01,0.4380846153846154,0.6124,0.36524029041658285,4.176470588235294,4.0,0.9364856366189409
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-06-01,0.5432400000000001,0.5423,0.21031623740045777,4.648648648648648,5.0,0.753370803500884
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-05-01,0.4217533333333333,0.4939,0.32608078067222784,4.230769230769231,4.0,0.9922778767136675
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-04-01,0.5459333333333334,0.5994,0.2222249198447375,4.2727272727272725,4.0,0.8270324564263992
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-03-01,0.6808,0.6808,0.0,4.4,4.0,0.547722557505166
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-02-01,,,,4.6,5.0,0.5477225575051662
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2019-01-01,,,,3.6666666666666665,4.0,1.5275252316519468
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-12-01,0.499075,0.6191,0.39095335932393094,4.2,4.0,0.8366600265340756
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-11-01,0.238,0.238,0.42935523753647165,4.75,5.0,0.4999999999999999
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-10-01,0.6459,0.5994,0.25090278994064613,4.111111111111111,5.0,1.3642254619787417
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-09-01,0.4215,0.4215,0.0,3.8,4.0,0.8366600265340756
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-08-01,0.5927,0.7351,0.34649347757208937,4.153846153846154,5.0,1.281025230440697
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-07-01,0.5060777777777778,0.4404,0.306456611030737,4.2727272727272725,4.0,0.6310850959010187
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-06-01,0.17875000000000002,0.17875000000000002,0.4693067706735117,4.8,5.0,0.44721359549995787
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-05-01,0.5810299999999999,0.69555,0.3993128766324027,4.384615384615385,5.0,1.1208970766356101
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-04-01,,,,5.0,5.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-03-01,0.6476500000000001,0.6476500000000001,0.470862405592122,4.0,4.0,1.4142135623730951
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2018-02-01,,,,5.0,5.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2017-11-01,0.2986,0.2986,0.8408913841870423,4.333333333333333,5.0,1.1547005383792517
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2017-10-01,0.9652,0.9652,0.0,4.0,4.0,0.0
Sloterplas Beach,Sloterplas,52.3720176,4.822453,unofficial,2017-06-01,,,,3.0,3.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2023-11-01,0.6249,0.6249,0.0,5.0,5.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2023-10-01,,,,5.0,5.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2023-08-01,,,,5.0,5.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2023-07-01,0.86385,0.86385,0.14347196590275055,4.0,4.0,1.4142135623730951
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2023-06-01,,,,4.666666666666667,5.0,0.5773502691896257
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2021-08-01,0.5994,0.5994,0.0,5.0,5.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2021-07-01,,,,4.5,4.5,0.7071067811865476
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2021-06-01,,,,4.0,4.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2021-04-01,,,,5.0,5.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2020-11-01,,,,4.0,4.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2020-10-01,,,,4.75,5.0,0.5
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2020-09-01,0.6073666666666666,0.4986,0.25805562061953496,4.5,5.0,0.7071067811865476
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2020-08-01,0.5461999999999999,0.5703,0.220121057602402,4.235294117647059,5.0,1.0914103126634982
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2020-07-01,0.603,0.603,0.25667976157071676,4.0,4.0,1.3228756555322951
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2020-06-01,0.14533333333333334,0.5859,0.7748045968715811,4.285714285714286,5.0,1.4960264830861911
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2020-05-01,0.5859,0.5859,0.0,4.666666666666667,5.0,0.5773502691896257
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2020-01-01,,,,5.0,5.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2019-12-01,,,,4.0,4.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2019-11-01,,,,5.0,5.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2019-09-01,0.6108333333333333,0.9052,0.5291125809630057,4.6,5.0,0.5477225575051662
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2019-08-01,0.0,0.0,0.0,4.333333333333333,4.0,0.5773502691896258
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2019-07-01,0.69085,0.69085,0.23539584745700165,4.5,5.0,0.8366600265340756
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2019-06-01,0.9136,0.9136,0.0,3.6666666666666665,4.0,1.5275252316519468
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2019-05-01,0.6547,0.6547,0.0,4.0,4.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2019-04-01,,,,5.0,5.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2019-03-01,0.5877,0.5877,0.0,4.0,4.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2019-01-01,0.4215,0.4215,0.0,4.0,4.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2018-10-01,0.6588,0.6588,0.0,5.0,5.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2018-08-01,0.3506,0.3506,0.0,3.5,3.5,1.2909944487358054
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2018-07-01,0.3638888888888889,0.2942,0.39213509612263875,4.214285714285714,4.0,0.6992932067530679
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2018-06-01,0.7674000000000001,0.7674000000000001,0.18455486988968886,4.5,4.5,0.5773502691896258
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2018-05-01,0.79115,0.79115,0.23652721830690016,5.0,5.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2018-04-01,,,,3.0,3.0,0.0
Sloterstrand,Sloterplas,52.366264,4.8166934,unofficial,2017-06-01,,,,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2022-06-01,0.0,0.0,0.0,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2022-05-01,,,,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2022-03-01,0.5719,0.5719,0.0,4.0,4.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2021-11-01,,,,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2021-08-01,0.0,0.0,0.0,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2021-07-01,0.71655,0.71655,0.09609581156325187,4.0,4.0,1.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2021-06-01,,,,4.5,4.5,0.7071067811865476
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2021-05-01,0.743,0.743,0.0,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2021-04-01,0.5994,0.5994,0.0,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2021-03-01,,,,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2021-02-01,0.8016,0.8016,0.0,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2020-11-01,,,,4.5,4.5,0.7071067811865476
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2020-10-01,,,,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2020-09-01,0.8122,0.8122,0.0,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2020-08-01,0.8655999999999999,0.8655999999999999,0.05444722215136425,4.428571428571429,5.0,0.786795792469443
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2020-07-01,0.36345,0.36345,0.5139959192445014,4.333333333333333,4.0,0.5773502691896257
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2020-06-01,0.7717,0.7717,0.26276087988892105,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2020-05-01,,,,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2020-02-01,,,,4.0,4.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2019-12-01,,,,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2019-11-01,,,,5.0,5.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2019-10-01,,,,4.0,4.0,0.0
Stadshaven Amstelkwartier,Park Somerlust,52.34103,4.9158689,unofficial,2019-09-01,,,,4.0,4.0,0.0
